First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,45Miss,45Shots,45Blkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBA,TmSHBF,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Colton,Parayko,STL,D,79,0,0,0,0,0,0,0,2,2,2,2,2,0.0%,0.0%,7,3,3,1,2,4646,0.98,70.9,0.90,362.8,4.59,16.3%,0,0, ,2,1,15,40,6,28,3,24,12,46,20.7%,10.1,0,2,-21.2,13.0,8.0
Adam,Pardy,EDM,D,23,0,1,1,0,0,1,0,1,0,0,1,0,0.0%,0.0%,9,6,1,2,2,3323,2.41,53.4,2.32,84.7,3.68,38.7%,0,0, ,1,5,3,32,4,17,0,26,5,39,11.4%,-0.4,0,0,-22.5,2.2,-2.6
Pierre-Alexandre,Parenteau,TOR,RW,77,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,89,0.02,1.1,0.01,425.4,5.53,0.2%,0,0, ,0,0,0,2,0,0,0,0,0,2,0.0%,-16.8,0,0,-113.2,0.0,-9.3
Zach,Parise,MIN,LW,70,0,0,0,0,0,0,0,3,1,1,3,1,0.0%,0.0%,1,1,2,0,1,1178,0.28,17.0,0.24,264.9,3.78,6.0%,0,0, ,0,3,4,14,1,5,1,12,4,20,16.7%,8.0,0,0,-21.2,16.7,12.5
David,Pastrnak,BOS,RW/LW,51,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,25,0.01,1.1,0.02,262.0,5.14,0.4%,0,0, ,0,0,1,0,0,0,0,0,0,0,0.0%,,0,0,56.1,,
Greg,Pateryn,MTL,D,38,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,11,4,3,3,1,3026,1.33,49.4,1.30,133.0,3.50,27.1%,0,0, ,0,8,3,37,0,23,0,20,2,54,3.6%,-13.0,0,1,-54.7,2.9,0.5
Nick,Paul,OTT,LW,24,0,0,0,,,,0,0,0,,,,0.0%,0.0%,0,,,0,0,134,0.09,,0.00,,0.00,0.0%,0,0, ,,,0,0,0,0,0,0,,,0.0%,,,,0.0,,
Joe,Pavelski,SJS,C/RW,82,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,2,3,1,1,1,2735,0.56,41.0,0.50,334.2,4.08,10.9%,24,22,52.2%,1,5,4,31,0,19,1,25,4,40,9.1%,-2.4,0,1,-38.0,2.0,-3.7
Tanner,Pearson,LAK,LW/RW,79,0,0,0,0,0,0,0,1,0,0,1,4,0.0%,0.0%,10,2,1,0,4,5638,1.19,93.5,1.18,342.8,4.34,21.4%,1,4,20.0%,0,11,5,71,1,30,5,46,8,79,9.2%,-3.0,0,2,-41.7,11.1,4.8
Andrey,Pedan,VAN,D,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,327,0.42,5.5,0.42,64.8,4.99,7.8%,0,0, ,0,0,0,5,0,2,0,1,0,4,0.0%,-12.3,0,0,-65.2,33.3,33.3
Adam,Pelech,NYI,D,9,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,3,1,0,0,1,1063,1.97,15.3,1.69,32.1,3.56,32.2%,0,0, ,1,3,1,10,0,6,2,11,2,13,13.3%,7.9,0,0,-31.5,0.0,0.0
Anthony,Peluso,WPG,RW,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,202.4,5.78,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,1,0.0,,
Stuart,Percy,TOR,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,16.5,5.51,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mathieu,Perreault,WPG,C/LW,71,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,182,0.04,1.7,0.02,402.7,5.67,0.4%,0,1,0.0%,0,0,1,0,0,0,0,0,1,0,100.0%,85.2,0,0,34.7,50.0,43.1
David,Perron,ANA,LW/RW,71,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,122,0.03,1.3,0.02,383.4,5.40,0.3%,0,0, ,0,0,0,3,0,0,0,0,0,2,0.0%,-11.0,1,1,-141.7,50.0,45.1
Corey,Perry,ANA,RW,82,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,0,0,1,0,0,242,0.05,3.9,0.05,476.8,5.81,0.8%,0,0, ,0,0,3,1,1,2,0,2,2,2,50.0%,34.0,2,2,46.4,100.0,94.1
Brett,Pesce,CAR,D,69,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,15,1,3,0,2,4656,1.12,71.0,1.03,201.5,2.92,26.1%,0,0, ,1,8,8,36,0,24,5,28,6,43,12.2%,3.9,0,0,-30.4,15.7,6.7
Nic,Petan,WPG,LW/C,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,29,0.02,0.0,0.00,125.1,4.81,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Alex,Petrovic,FLA,D,66,0,1,1,0,1,0,5,0,0,0,0,0,0.0%,0.0%,11,9,1,3,1,7040,1.78,105.4,1.60,230.0,3.49,31.4%,0,0, ,2,13,8,79,6,40,5,32,10,70,12.5%,1.4,2,1,-50.7,8.7,2.1
Jeff,Petry,MTL,D,51,0,3,3,0,0,3,0,1,1,0,1,1,0.0%,0.0%,13,11,3,10,4,7208,2.36,114.6,2.25,141.8,2.78,44.7%,1,0,100.0%,3,12,16,82,5,41,7,50,18,91,16.5%,-4.2,0,0,-35.6,5.6,-0.5
Dion,Phaneuf,OTT,D,71,0,2,2,0,2,0,26,3,0,0,3,1,0.0%,0.0%,12,12,2,5,1,7811,1.83,123.0,1.73,255.3,3.60,32.5%,0,0, ,2,16,24,75,9,45,5,40,23,77,23.0%,5.5,2,4,-32.2,9.7,1.3
Blake,Pietila,NJD,LW,7,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,1,0,0,0,0,444,1.06,6.6,0.94,39.5,5.64,14.3%,0,0, ,0,0,1,6,1,1,0,2,1,2,33.3%,20.0,0,0,-27.3,0.0,0.0
Alex,Pietrangelo,STL,D,73,0,1,1,0,0,1,0,6,2,2,4,1,0.0%,0.0%,26,7,7,2,6,13969,3.19,230.8,3.16,150.2,2.06,60.6%,0,0, ,2,24,22,204,7,85,5,85,20,221,8.3%,-4.8,2,4,-52.5,3.7,-6.7
Brandon,Pirri,ANA,C,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,119,0.03,0.9,0.02,307.4,5.04,0.3%,0,1,0.0%,0,1,0,1,0,0,0,0,0,0,0.0%,,0,0,-120.0,,
Tomas,Plekanec,MTL,C,82,0,0,0,0,0,0,0,8,4,4,8,1,0.0%,0.0%,11,2,1,4,2,7952,1.62,130.5,1.59,264.5,3.23,33.0%,77,84,47.8%,2,16,16,90,6,46,2,46,14,99,12.4%,-4.0,0,4,-38.6,2.9,-2.8
Sergei,Plotnikov,ARI,LW,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,273,0.10,4.3,0.10,243.1,5.40,1.8%,0,0, ,0,1,1,5,0,1,0,1,0,5,0.0%,-12.7,0,2,-69.1,100.0,96.5
Emile,Poirier,CGY,LW/RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,7.7,3.84,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Roman,Polak,SJS,D,79,0,0,0,0,0,0,0,4,1,1,4,0,0.0%,0.0%,36,43,7,7,8,13657,2.88,229.4,2.90,188.3,2.38,54.9%,0,0, ,0,19,28,147,8,72,6,92,28,158,15.1%,-3.8,3,2,-30.3,8.3,-1.0
Jason,Pominville,MIN,RW,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,31,0.01,0.1,0.00,299.8,4.00,0.0%,0,0, ,0,0,0,0,0,0,0,1,0,0,0.0%,,0,0,60.0,,
Chris,Porter,MIN,LW,61,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,1,11,4,1,5,4372,1.19,69.4,1.14,155.3,2.55,30.9%,0,0, ,0,7,6,51,1,21,0,24,3,59,4.8%,-7.6,0,0,-41.5,7.5,2.6
Kevin,Porter,PIT,C,41,0,0,0,0,0,0,0,5,0,0,5,0,0.0%,0.0%,6,4,2,2,2,4567,1.86,70.7,1.72,112.5,2.74,38.6%,2,8,20.0%,1,5,13,49,5,24,2,27,12,48,20.0%,7.5,0,1,-28.8,11.1,7.6
Paul,Postma,WPG,D,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,44,0.03,1.0,0.04,126.8,4.88,0.8%,0,0, ,0,0,0,1,0,0,0,1,0,1,0.0%,-12.8,0,0,0.0,0.0,-4.8
Corey,Potter,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.2,4.22,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Benoit,Pouliot,EDM,LW,55,1,0,1,1,0,0,0,5,0,0,4,0,20.0%,25.0%,1,0,0,2,3,1418,0.43,18.8,0.34,270.7,4.92,6.5%,0,1,0.0%,1,2,5,11,0,9,1,9,7,13,35.0%,27.6,0,1,-25.6,16.7,11.5
Derrick,Pouliot,PIT,D,22,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,0,0,0,0,0,196,0.15,3.6,0.17,87.3,3.97,4.0%,0,0, ,0,0,0,4,1,2,0,2,0,4,0.0%,-29.0,0,1,-49.6,0.0,-10.3
Shane,Prince,NYI,C/LW,62,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,222,0.06,4.0,0.06,277.2,4.47,1.4%,2,0,100.0%,0,3,0,4,0,1,0,0,0,7,0.0%,-12.4,0,0,-120.0,25.0,18.6
Nate,Prosser,MIN,D,54,0,1,1,0,1,0,3,1,1,1,1,0,0.0%,0.0%,13,1,1,2,2,4087,1.26,64.8,1.20,164.2,3.04,28.3%,0,0, ,3,9,5,46,2,30,1,29,7,60,10.4%,1.8,0,0,-43.5,5.6,2.5
Dalton,Prout,CBJ,D,64,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,10,20,1,2,1,4847,1.26,81.1,1.27,265.7,4.15,23.4%,0,0, ,0,8,11,66,4,31,3,27,10,64,13.5%,0.9,2,0,-48.8,4.2,-2.7
Brandon,Prust,VAN,LW/C,35,0,0,0,0,0,0,0,2,1,1,2,0,0.0%,0.0%,1,0,0,0,1,1346,0.64,17.7,0.50,156.2,4.46,10.2%,0,0, ,0,4,3,12,1,6,0,3,2,14,12.5%,1.3,0,1,-50.9,27.3,23.6
Matt,Puempel,OTT,LW,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,123.6,4.75,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Teemu,Pulkkinen,DET,LW/RW,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,24,0.01,0.5,0.01,188.9,5.25,0.3%,0,0, ,0,0,0,1,0,1,0,0,0,1,0.0%,-11.0,0,0,-120.0,,
Ryan,Pulock,NYI,D,15,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,311,0.35,3.5,0.23,53.3,3.55,6.1%,0,0, ,0,0,2,4,0,2,0,4,1,4,20.0%,9.4,0,0,0.0,0.0,-3.9
Teddy,Purcell,FLA,RW/LW,76,0,1,1,0,1,0,5,1,0,0,1,1,0.0%,0.0%,1,0,0,2,2,2468,0.54,40.5,0.53,348.8,4.59,10.4%,0,0, ,2,7,8,29,0,17,3,10,11,41,21.2%,11.1,0,2,-53.3,5.9,0.3
Mark,Pysyk,BUF,D,55,0,1,1,0,0,1,0,0,0,0,0,0,0.0%,0.0%,4,0,0,1,0,1536,0.47,25.0,0.45,234.6,4.27,9.6%,0,0, ,0,2,4,20,2,10,0,14,3,17,15.0%,2.1,2,1,-28.8,11.1,6.0
Kyle,Quincey,DET,D,47,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,16,7,4,4,6,6438,2.28,106.8,2.27,148.0,3.15,41.9%,0,0, ,1,13,10,69,2,26,2,46,13,71,15.5%,3.0,0,0,-28.7,4.7,-1.0
Alan,Quine,NYI,C,2,1,0,1,1,0,0,0,1,0,0,0,0,100.0%,0.0%,1,0,0,0,0,187,1.56,3.5,1.76,3.4,1.69,51.1%,3,3,50.0%,1,2,0,1,0,0,0,4,1,5,16.7%,16.7,0,0,34.1,0.0,0.0
Michael,Raffl,PHI,LW,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,355,0.07,5.3,0.06,428.4,5.22,1.2%,0,1,0.0%,0,0,0,7,0,1,0,2,0,4,0.0%,-12.6,0,1,-68.4,0.0,-6.0
Rickard,Rakell,ANA,C,72,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,464,0.11,5.5,0.08,414.5,5.76,1.3%,2,4,33.3%,0,2,0,7,1,2,0,0,0,8,0.0%,-16.1,0,0,-108.7,50.0,44.4
John,Ramage,CBJ,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,21,0.35,0.0,0.00,6.1,6.12,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Tyler,Randell,BOS,RW,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,139.4,5.16,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mikko,Rantanen,COL,RW,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,18,0.03,0.0,0.00,55.1,6.12,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Victor,Rask,CAR,C,80,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,1,0,0,0,0,954,0.20,14.0,0.17,307.2,3.84,4.4%,3,4,42.9%,0,4,3,11,0,3,0,3,3,11,21.4%,12.0,0,0,-51.5,16.7,7.0
Dennis,Rasmussen,CHI,C/LW,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,98,0.04,1.9,0.04,197.6,4.49,1.0%,0,1,0.0%,0,0,0,4,0,0,0,0,0,3,0.0%,-15.1,0,0,-125.7,0.0,-5.3
Ty,Rattie,STL,RW,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,75.2,5.78,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Kyle,Rau,FLA,C,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,132,0.24,0.9,0.10,48.0,5.34,1.8%,0,0, ,0,0,0,0,0,0,0,1,0,0,0.0%,,0,0,60.0,0.0,-7.7
Mason,Raymond,CGY,LW/RW,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,15,0.01,0.2,0.01,114.9,3.96,0.1%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Matt,Read,PHI,RW/LW,79,0,0,0,0,0,0,0,11,1,1,11,2,0.0%,0.0%,13,4,3,2,8,7937,1.67,124.9,1.58,288.7,3.65,30.2%,1,2,33.3%,0,12,20,97,1,40,3,43,18,94,16.1%,4.5,0,2,-42.3,6.1,0.2
Ryan,Reaves,STL,RW,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,4,0.00,0.0,0.00,343.6,5.37,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Zach,Redmond,COL,D,37,0,0,0,0,0,0,0,0,0,0,0,2,0.0%,0.0%,1,2,0,0,1,516,0.23,8.1,0.22,176.4,4.77,4.4%,0,0, ,0,0,3,6,0,1,4,3,2,4,33.3%,21.5,0,0,-37.1,20.0,13.2
Brent,Regner,FLA,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,136,0.32,2.4,0.34,35.5,5.06,6.3%,0,0, ,0,0,1,2,0,0,0,0,0,1,0.0%,-3.0,0,0,-25.2,66.7,63.0
Mike,Reilly,MIN,D,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,58,0.03,1.4,0.05,118.3,4.08,1.2%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Griffin,Reinhart,EDM,D,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,6,4,1,4,1,2999,1.72,52.3,1.80,90.1,3.11,36.7%,0,0, ,0,2,6,30,1,17,0,22,5,35,12.5%,0.9,0,0,-23.0,2.0,-1.7
Sam,Reinhart,BUF,C/RW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,1,0,120,0.03,1.1,0.01,339.7,4.30,0.3%,1,0,100.0%,0,0,0,0,0,0,0,2,0,0,0.0%,,0,0,111.1,0.0,-5.3
Borna,Rendulic,COL,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,14.1,4.71,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mike,Ribeiro,NSH,C,81,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,151,0.03,1.2,0.01,391.7,4.84,0.3%,0,2,0.0%,0,0,1,1,0,0,0,1,1,1,50.0%,37.3,0,0,49.6,75.0,70.9
Brad,Richards,DET,C,68,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,78,0.02,1.0,0.01,358.1,5.27,0.3%,0,0, ,0,0,0,2,0,1,0,1,0,3,0.0%,-12.6,0,0,-120.0,0.0,-5.6
Mike,Richards,WSH,C/LW,39,0,0,0,0,0,0,0,4,0,0,4,0,0.0%,0.0%,6,1,0,1,5,5306,2.27,89.2,2.29,125.7,3.22,41.5%,57,55,50.9%,0,10,10,58,1,29,0,48,8,70,10.3%,-0.9,0,0,-25.6,9.7,4.2
Brad,Richardson,ARI,RW/C,82,0,0,0,0,0,0,0,4,2,2,4,3,0.0%,0.0%,7,1,4,0,2,8234,1.67,134.4,1.64,363.1,4.43,27.0%,40,36,52.6%,0,20,16,94,5,40,5,60,15,113,11.7%,-1.0,1,1,-34.8,10.7,5.0
Tobias,Rieder,ARI,RW/C,82,0,1,1,0,0,0,0,13,5,5,13,4,0.0%,0.0%,6,1,4,1,7,9571,1.95,149.0,1.82,348.5,4.25,29.9%,0,1,0.0%,0,18,26,128,6,51,9,59,24,121,16.6%,6.1,0,2,-46.3,6.6,0.0
Morgan,Rielly,TOR,D,82,1,0,1,1,0,0,0,14,4,3,13,1,7.1%,5.9%,17,3,1,12,5,11619,2.36,180.5,2.20,267.9,3.27,40.3%,0,0, ,2,22,37,130,12,62,8,69,35,156,18.3%,3.8,1,0,-33.9,9.7,0.7
Zac,Rinaldo,BOS,C/LW/RW,52,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,558,0.18,9.2,0.18,274.3,5.27,3.2%,0,0, ,0,1,1,5,0,3,0,3,1,6,14.3%,-2.1,0,0,-32.8,20.0,13.6
Rasmus,Ristolainen,BUF,D,82,0,0,0,0,0,0,0,4,2,1,4,0,0.0%,0.0%,24,8,5,6,4,12990,2.64,219.0,2.67,138.8,1.69,61.2%,0,0, ,3,23,20,190,6,77,3,82,17,188,8.3%,-9.0,1,1,-49.9,4.0,-5.4
Brett,Ritchie,DAL,RW,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,45.0,5.62,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Nick,Ritchie,ANA,LW,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,22,0.01,0.3,0.01,205.0,6.21,0.1%,0,0, ,0,0,0,0,1,1,0,0,1,1,50.0%,34.8,1,1,0.0,,
Buddy,Robinson,OTT,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,12.0,4.01,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Evan,Rodrigues,BUF,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.6,2.30,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Antoine,Roussel,DAL,LW,80,0,1,1,0,1,0,8,5,1,1,5,1,0.0%,0.0%,13,8,3,2,5,6362,1.33,105.4,1.32,285.7,3.57,26.9%,2,2,50.0%,2,10,14,73,6,45,4,50,18,73,19.8%,5.2,2,3,-34.2,8.1,1.2
Michal,Rozsival,CHI,D,51,0,1,1,0,0,1,0,0,0,0,0,0,0.0%,0.0%,7,3,1,2,0,1854,0.61,31.6,0.62,214.1,4.20,12.9%,0,0, ,2,0,3,30,0,6,1,14,4,14,22.2%,8.3,0,0,-34.2,4.4,-0.3
Chad,Ruhwedel,BUF,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,8.1,8.14,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
David,Rundblad,CHI,D,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,13,0.02,0.0,0.00,40.6,4.51,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Kris,Russell,DAL,D,62,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,25,1,0,4,2,7174,1.93,113.8,1.84,145.0,2.34,44.0%,0,0, ,0,12,13,82,4,41,6,61,13,103,11.2%,-3.7,0,4,-33.2,9.8,6.3
Bryan,Rust,PIT,RW,41,0,0,0,0,0,0,0,1,2,2,1,1,0.0%,0.0%,0,1,1,0,0,647,0.26,9.6,0.23,172.5,4.21,5.3%,0,0, ,0,1,3,11,4,3,1,3,3,7,30.0%,9.9,0,0,-37.4,40.0,32.5
Tuomo,Ruutu,NJD,LW/RW,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,2,0,0,0,449,0.23,5.2,0.16,143.3,4.34,3.5%,0,0, ,0,1,0,7,0,4,0,3,0,10,0.0%,-14.2,0,0,-103.6,0.0,-5.8
Bobby,Ryan,OTT,RW/LW,81,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,142,0.03,3.1,0.04,380.9,4.70,0.8%,0,0, ,0,0,0,1,1,1,0,0,1,0,100.0%,86.8,0,1,-19.1,100.0,93.8
Derek,Ryan,CAR,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,26.8,4.46,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Kerby,Rychel,CBJ,LW,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,9,0.00,0.0,0.00,182.4,5.70,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Brandon,Saad,CBJ,LW/RW,78,0,1,1,0,0,0,0,8,2,2,8,1,0.0%,0.0%,1,0,0,0,3,2991,0.64,42.8,0.55,388.5,4.98,9.9%,1,1,50.0%,0,1,11,29,5,13,2,8,15,23,39.5%,29.4,0,1,-29.5,0.0,-5.2
Miikka,Salomaki,NSH,RW/LW,61,0,1,1,0,0,1,0,2,0,0,2,1,0.0%,0.0%,5,5,4,0,3,4815,1.32,72.3,1.19,222.2,3.64,24.6%,0,0, ,2,8,8,36,2,25,2,27,6,48,11.1%,-1.1,1,0,-26.6,13.2,8.6
Philip,Samuelsson,ARI,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,2,0,0,0,0,621,2.59,8.2,2.04,23.8,5.95,25.5%,0,0, ,0,0,1,3,0,3,0,2,0,3,0.0%,-5.9,1,0,-22.1,0.0,-3.9
Steven,Santini,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.7,4.67,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mike,Santorelli,ANA,C/RW,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,63,0.02,0.3,0.00,405.0,5.79,0.1%,0,0, ,0,1,0,1,0,0,0,0,0,2,0.0%,-16.9,0,0,-120.0,,
David,Savard,CBJ,D,65,0,1,1,0,1,0,19,3,2,2,3,0,0.0%,0.0%,25,10,7,3,1,11394,2.92,181.3,2.79,182.3,2.80,49.9%,0,0, ,1,17,18,130,11,63,4,77,20,133,13.1%,-3.3,2,1,-35.4,3.1,-3.3
Luca,Sbisa,VAN,D,41,0,1,1,0,1,0,4,0,0,0,0,1,0.0%,0.0%,4,2,3,1,0,4379,1.78,67.7,1.65,125.7,3.07,35.0%,0,0, ,2,7,6,53,7,18,5,21,10,51,16.4%,5.8,1,2,-41.7,8.2,3.2
Marco,Scandella,MIN,D,73,0,1,1,0,0,1,0,1,0,0,1,0,0.0%,0.0%,18,6,1,3,2,7943,1.81,126.1,1.73,162.8,2.23,43.6%,0,0, ,1,21,16,107,3,40,2,54,12,119,9.2%,-1.2,1,1,-45.7,5.0,1.3
Colton,Sceviour,DAL,C/RW,71,0,1,1,0,0,0,0,11,2,2,11,0,0.0%,0.0%,15,4,2,2,5,7132,1.67,119.1,1.68,224.1,3.16,34.7%,0,1,0.0%,2,13,19,87,2,38,1,58,15,92,14.0%,-4.0,0,3,-29.2,5.9,-2.6
Tim,Schaller,BUF,C/LW,17,1,0,1,1,0,0,0,3,0,0,2,0,33.3%,50.0%,1,0,0,0,1,1205,1.18,22.0,1.29,52.3,3.07,29.6%,4,9,30.8%,1,1,4,26,0,3,0,11,3,18,14.3%,1.6,0,0,-38.2,14.3,14.3
Mark,Scheifele,WPG,C,71,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,1,0,0,1,0,1257,0.30,19.3,0.27,367.1,5.17,5.0%,16,21,43.2%,0,4,1,18,1,9,1,7,3,19,13.6%,0.4,0,0,-71.4,14.8,9.2
