First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,45Miss,45Shots,45Blkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBA,TmSHBF,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Mikko,Koivu,MIN,C,82,1,1,2,1,1,0,3,2,0,0,0,0,50.0%,0.0%,4,0,1,2,1,4505,0.92,75.1,0.92,252.3,3.08,23.0%,64,81,44.1%,3,12,5,64,0,25,1,32,5,75,6.3%,-4.1,0,1,-49.5,1.5,-5.3
Leo,Komarov,TOR,C/LW/RW,67,1,0,1,1,0,0,0,5,3,2,4,2,20.0%,12.5%,4,10,3,2,4,6703,1.67,100.8,1.50,272.3,4.06,27.0%,30,33,47.6%,1,9,11,59,5,25,2,45,10,67,13.0%,-4.4,0,2,-19.6,15.3,7.7
Anze,Kopitar,LAK,C,81,1,2,3,1,2,0,11,8,2,2,7,1,12.5%,10.0%,7,1,2,6,4,10484,2.16,171.8,2.12,271.9,3.36,38.7%,129,130,49.8%,3,19,13,141,4,61,5,62,16,136,10.5%,-2.2,1,0,-50.3,2.7,-10.5
Lauri,Korpikoski,EDM,LW/RW,71,1,0,1,1,0,0,0,6,0,0,5,2,16.7%,14.3%,14,6,3,3,7,8498,1.99,140.2,1.97,236.0,3.32,37.3%,11,6,64.7%,1,17,11,133,1,45,4,72,7,144,4.6%,-5.2,0,0,-48.8,7.2,2.8
Scott,Kosmachuk,WPG,RW,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,37.2,4.65,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Michael,Kostka,OTT,D,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,541,0.60,7.3,0.49,64.1,4.27,10.3%,0,0, ,1,2,1,5,2,0,0,2,3,5,37.5%,8.9,0,0,-8.2,14.3,12.6
Chris,Kreider,NYR,LW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,30,0.01,0.1,0.00,385.9,4.88,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,1,1,0.0,,
David,Krejci,BOS,C,72,0,3,3,0,2,1,16,4,2,1,4,0,0.0%,0.0%,12,3,0,1,4,6451,1.49,99.7,1.39,287.0,3.99,25.8%,47,51,48.0%,2,9,14,66,3,36,4,44,13,71,15.5%,0.2,1,0,-31.3,17.3,12.1
Niklas,Kronwall,DET,D,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,11,7,3,4,0,8612,2.24,141.7,2.21,189.5,2.96,42.8%,0,0, ,0,12,12,111,3,64,5,77,14,120,10.4%,-3.4,4,0,-42.4,7.6,2.0
Torey,Krug,BOS,D,81,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,6,3,0,1,0,3114,0.64,45.7,0.56,394.7,4.87,10.4%,0,0, ,0,1,7,32,4,16,2,12,9,24,27.3%,12.1,0,0,-36.8,14.8,7.5
Marcus,Kruger,CHI,C,41,0,0,0,0,0,0,0,5,0,0,5,0,0.0%,0.0%,7,1,3,1,0,5857,2.38,98.7,2.41,82.0,2.00,54.6%,43,80,35.0%,0,11,12,83,2,36,2,46,7,74,8.6%,-19.9,3,0,-43.8,2.7,-6.4
Nikita,Kucherov,TBL,RW/LW,77,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,127,0.03,1.7,0.02,393.1,5.10,0.4%,0,0, ,0,0,0,1,0,1,0,1,0,2,0.0%,-10.7,0,0,-36.4,50.0,44.4
Tom,Kuhnhackl,PIT,RW/LW,42,2,0,2,2,0,0,0,4,1,1,2,0,50.0%,66.7%,1,1,1,0,1,2476,0.98,39.3,0.94,156.2,3.72,20.1%,0,2,0.0%,3,5,6,33,2,8,1,11,6,28,17.6%,-3.4,0,0,-38.1,12.9,5.5
Dean,Kukan,CBJ,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,156,0.33,2.3,0.28,35.7,4.47,6.0%,0,0, ,0,0,1,3,1,0,0,0,1,1,50.0%,43.8,0,0,-26.4,,
Brett,Kulak,CGY,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,50,0.10,0.7,0.09,38.6,4.83,1.8%,0,0, ,0,1,0,1,0,1,0,0,0,2,0.0%,-12.5,0,0,-180.0,0.0,-16.3
Nikolay,Kulemin,NYI,LW/RW,81,0,0,0,0,0,0,0,7,0,0,7,4,0.0%,0.0%,11,5,5,6,10,9931,2.04,156.2,1.93,210.3,2.60,42.6%,0,1,0.0%,1,12,35,104,4,44,6,73,27,105,20.5%,4.7,0,1,-20.4,5.6,-1.6
Dmitry,Kulikov,FLA,D,74,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,17,6,3,8,4,10523,2.37,168.6,2.28,215.1,2.91,43.9%,0,0, ,3,24,14,133,5,51,1,58,14,123,10.2%,-2.1,1,1,-45.9,6.6,-0.5
Chris,Kunitz,PIT,LW,80,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,6,1,0,0,1647,0.34,24.7,0.31,366.4,4.58,6.3%,0,0, ,0,3,5,20,1,11,0,6,3,23,11.5%,-2.8,0,0,-53.5,7.7,1.9
Evgeny,Kuznetsov,WSH,C,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,160,0.03,2.5,0.03,417.7,5.09,0.6%,1,4,20.0%,0,0,1,0,0,0,0,0,1,0,100.0%,90.6,0,1,24.2,33.3,27.7
Oliver,Kylington,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,1,0.02,0.0,0.00,10.0,10.04,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Andrew,Ladd,CHI,LW,78,2,0,2,1,0,0,0,9,3,3,7,3,22.2%,7.7%,9,5,3,2,5,8617,1.84,140.4,1.80,306.0,3.92,31.5%,1,2,33.3%,3,15,21,128,7,45,4,61,23,128,15.2%,-0.2,1,3,-42.7,4.1,-5.1
Brooks,Laich,TOR,C,81,0,1,1,0,0,1,0,6,2,2,6,0,0.0%,0.0%,17,0,2,4,4,9602,1.98,156.6,1.93,250.9,3.10,38.4%,18,43,29.5%,1,13,15,131,6,79,1,63,14,141,9.0%,-2.1,2,2,-53.3,3.9,-2.2
Anton,Lander,EDM,C,61,0,0,0,0,0,0,0,5,2,2,5,0,0.0%,0.0%,7,2,1,2,6,7103,1.94,115.8,1.90,189.6,3.11,37.9%,63,62,50.4%,0,13,15,106,3,47,1,59,12,124,8.8%,0.5,3,0,-46.6,4.0,-2.8
Gabriel,Landeskog,COL,LW,75,1,2,3,1,1,1,9,11,1,1,10,0,9.1%,9.1%,5,9,2,0,3,6467,1.44,104.3,1.39,273.6,3.65,27.6%,3,3,50.0%,3,14,24,75,6,30,5,51,23,92,20.0%,9.9,2,0,-23.0,11.7,5.5
Dylan,Larkin,DET,C,80,0,0,0,0,0,0,0,1,0,0,0,1,0.0%,0.0%,0,0,0,0,1,505,0.11,7.7,0.10,418.6,5.23,1.8%,0,0, ,0,3,2,5,0,4,1,2,2,10,16.7%,4.7,0,0,-70.0,0.0,-5.5
Adam,Larsson,NJD,D,82,0,1,1,0,0,1,0,2,1,0,1,0,0.0%,0.0%,36,14,7,6,3,16460,3.35,274.9,3.35,162.4,1.98,62.9%,0,0, ,3,25,18,227,6,83,6,104,18,218,7.6%,-14.2,0,2,-45.8,5.2,-9.1
Johan,Larsson,BUF,LW/C,74,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,1,0,0,2,0,1473,0.33,25.7,0.35,292.2,3.95,8.1%,10,14,41.7%,0,3,2,20,1,8,0,9,1,22,4.3%,-8.5,0,0,-44.4,11.5,6.1
Michael,Latta,WSH,C,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,59,0.02,0.8,0.02,214.2,4.98,0.4%,0,1,0.0%,0,0,0,0,0,1,0,0,0,0,0.0%,,1,0,-60.0,0.0,-5.0
Scott,Laughton,PHI,C,71,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,0.0%,3,1,2,1,1,3030,0.71,44.4,0.63,337.2,4.75,11.6%,2,4,33.3%,0,5,9,34,1,12,2,16,7,42,14.3%,1.0,0,0,-36.5,10.0,4.2
Curtis,Lazar,OTT,RW/C,76,1,3,4,1,3,0,6,3,1,1,2,2,33.3%,20.0%,11,4,3,0,4,6453,1.42,102.4,1.35,254.2,3.34,28.7%,5,11,31.3%,7,16,8,100,1,35,3,48,12,103,10.4%,-3.8,0,1,-52.7,4.9,-2.3
Vincent,Lecavalier,LAK,C,49,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,1,0,1420,0.48,21.9,0.45,241.1,4.92,8.3%,22,12,64.7%,0,3,1,21,0,13,1,13,2,26,7.1%,-2.4,0,1,-65.9,3.2,-4.1
Nick,Leddy,NYI,D,81,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,4,3,0,2,2,2226,0.46,33.3,0.41,333.9,4.12,9.1%,0,0, ,0,1,2,27,0,13,1,19,1,30,3.2%,-15.9,0,0,-37.9,10.5,4.2
Anders,Lee,NYI,LW/C,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,1,121,0.03,1.2,0.02,362.2,4.53,0.3%,0,0, ,0,0,0,0,0,1,0,0,0,1,0.0%,-17.8,0,0,-50.0,,
David,Legwand,BUF,C/LW,79,1,1,2,1,1,0,10,12,3,3,11,1,8.3%,6.7%,6,4,1,3,5,11498,2.43,189.1,2.39,158.3,2.00,54.4%,27,40,40.3%,3,19,26,161,5,63,1,69,23,161,12.5%,-0.3,1,1,-44.7,3.9,-4.6
Jori,Lehtera,STL,C,79,0,0,0,0,0,0,0,4,0,0,4,1,0.0%,0.0%,3,3,3,3,4,3900,0.82,59.4,0.75,371.4,4.70,13.8%,11,15,42.3%,0,2,12,44,3,16,1,22,6,40,13.0%,3.0,0,1,-26.3,27.8,23.1
Taylor,Leier,PHI,LW,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,17,0.05,0.3,0.06,31.6,5.26,1.1%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Brendan,Leipsic,TOR,LW/C,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,31.0,5.17,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Josh,Leivo,TOR,LW/RW,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,59.6,4.96,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Bryan,Lerg,SJS,C/LW,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,201,0.56,3.1,0.52,19.3,3.22,14.0%,1,2,33.3%,0,1,0,4,0,1,0,1,0,2,0.0%,-4.0,0,0,-95.5,0.0,-10.0
Brett,Lernout,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,3.3,3.33,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Lucas,Lessio,MTL,LW,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,53.2,4.44,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Kris,Letang,PIT,D,71,0,3,3,0,1,2,9,6,3,3,6,0,0.0%,0.0%,9,9,1,5,5,9887,2.32,164.8,2.32,177.8,2.50,48.1%,0,0, ,4,22,33,125,8,54,4,61,30,132,18.5%,6.1,1,3,-36.0,5.5,-1.2
Mark,Letestu,EDM,C/RW,82,2,1,3,2,1,0,7,12,1,1,10,1,16.7%,16.7%,8,0,2,5,8,12139,2.47,205.8,2.51,223.9,2.73,47.9%,106,122,46.5%,3,20,18,169,4,77,5,89,12,175,6.4%,-4.7,0,0,-45.8,4.1,-3.2
Trevor,Lewis,LAK,C,75,1,0,1,1,0,0,0,8,1,1,7,1,12.5%,11.1%,10,11,2,3,4,6889,1.53,115.3,1.54,306.5,4.09,27.3%,11,31,26.2%,1,14,11,94,1,49,3,42,10,89,10.1%,-2.3,0,2,-54.6,12.8,7.3
John-Michael,Liles,BOS,D,81,1,0,1,1,0,0,0,5,1,0,3,2,20.0%,20.0%,16,8,5,0,4,7477,1.54,113.3,1.40,234.7,2.90,32.6%,0,0, ,1,8,15,68,3,39,6,50,9,67,11.8%,0.3,1,3,-27.5,7.7,-2.6
Oscar,Lindberg,NYR,C,68,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,3,1,0,1,1,1360,0.33,18.5,0.27,323.7,4.76,5.4%,0,1,0.0%,0,2,1,9,2,5,0,8,0,9,0.0%,-14.7,0,1,-16.2,14.3,8.6
Tobias,Lindberg,TOR,RW,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,0,0,232,0.64,3.3,0.54,38.3,6.38,7.8%,0,1,0.0%,0,0,0,3,0,0,1,0,1,0,100.0%,91.3,0,0,-73.8,100.0,94.6
Petteri,Lindbohm,STL,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,58,0.10,0.9,0.09,48.6,4.86,1.8%,0,0, ,0,0,0,0,0,1,0,1,0,0,0.0%,,0,0,0.0,,
Esa,Lindell,DAL,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,1,0,0,97,0.40,1.7,0.42,14.0,3.49,10.7%,0,0, ,0,0,0,1,1,0,0,0,1,1,50.0%,32.6,0,0,0.0,,
Elias,Lindholm,CAR,C/RW,82,0,0,0,0,0,0,0,2,0,0,2,1,0.0%,0.0%,7,3,3,2,2,4017,0.82,61.2,0.75,267.4,3.26,18.6%,9,16,36.0%,0,6,5,35,1,16,3,27,1,38,2.6%,-9.1,1,1,-26.5,13.3,4.3
Hampus,Lindholm,ANA,D,80,1,0,1,1,0,0,0,2,0,0,1,1,50.0%,50.0%,28,6,5,6,2,10385,2.16,167.2,2.09,304.2,3.80,35.5%,0,0, ,3,11,23,124,12,68,5,81,25,119,17.4%,1.8,1,1,-31.9,7.3,1.2
JC,Lipon,WPG,RW,9,0,0,0,,,,0,0,0,,,,0.0%,0.0%,0,,,0,0,0,0.00,,0.00,,0.00,0.0%,0,0, ,,,0,0,0,0,0,0,,,0.0%,,,,0.0,,
Bryan,Little,WPG,C,57,2,0,2,1,0,0,0,7,5,5,5,0,28.6%,10.0%,8,1,2,2,3,6957,2.03,115.7,2.03,225.6,3.96,33.9%,84,103,44.9%,1,16,14,96,7,36,4,60,18,105,14.6%,0.1,0,1,-36.3,3.0,-9.0
Viktor,Loov,TOR,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,78,0.33,1.9,0.47,13.7,3.43,12.1%,0,0, ,0,0,0,0,0,1,0,0,0,0,0.0%,,0,0,-31.7,,
Ben,Lovejoy,PIT,D,66,0,1,1,0,0,0,0,3,0,0,3,0,0.0%,0.0%,25,12,6,3,2,9838,2.48,146.1,2.21,186.2,2.82,44.0%,0,0, ,4,13,17,123,4,60,2,58,17,130,11.6%,-3.2,0,0,-47.2,6.3,2.2
Adam,Lowry,WPG,C/LW,74,0,0,0,0,0,0,0,4,1,1,4,0,0.0%,0.0%,12,11,5,3,9,9317,2.10,153.1,2.07,260.8,3.52,37.0%,73,92,44.2%,1,17,18,141,3,59,5,72,14,153,8.4%,-9.2,0,1,-50.2,3.7,-5.7
Milan,Lucic,LAK,LW,81,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,242,0.05,2.2,0.03,444.7,5.49,0.5%,0,0, ,0,0,1,0,0,0,0,1,1,1,50.0%,38.5,0,0,54.1,0.0,-6.1
Joffrey,Lupul,TOR,LW/RW,46,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,20,0.01,0.8,0.02,256.1,5.57,0.3%,0,1,0.0%,0,0,0,1,0,0,0,0,0,1,0.0%,-17.1,0,0,-60.0,50.0,41.0
Olli,Maatta,PIT,D,67,0,1,1,0,0,1,0,1,0,0,1,1,0.0%,0.0%,16,7,3,2,1,7220,1.80,117.4,1.75,201.0,3.00,36.9%,0,0, ,2,13,19,106,6,36,3,39,16,94,14.5%,0.6,1,0,-47.0,6.0,-0.3
Clarke,MacArthur,OTT,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,31,0.13,0.4,0.10,26.5,6.62,1.4%,0,0, ,0,0,0,0,0,1,0,0,0,1,0.0%,-6.9,0,0,-60.0,,
Andrew,MacDonald,PHI,D,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,5,2,0,1,0,3040,1.81,46.3,1.65,76.5,2.73,37.7%,0,0, ,1,4,11,36,0,21,0,14,9,31,22.5%,16.3,2,0,-45.3,3.6,-0.2
Derek,MacKenzie,FLA,C/LW,64,0,1,1,0,0,1,0,6,5,3,6,1,0.0%,0.0%,13,5,4,1,11,10116,2.63,164.5,2.57,176.3,2.75,48.3%,125,112,52.7%,1,18,14,136,5,37,4,53,13,117,10.0%,-1.8,1,3,-44.5,4.4,-9.7
Nathan,MacKinnon,COL,C/RW,72,0,1,1,0,1,0,12,7,1,1,6,1,0.0%,0.0%,5,3,0,2,0,2503,0.58,41.1,0.57,325.9,4.53,11.2%,19,24,44.2%,1,5,11,28,2,8,2,17,10,28,26.3%,15.6,0,0,-17.5,14.6,7.3
Evgeni,Malkin,PIT,C/RW,57,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,0,1,0,0,1,919,0.27,13.1,0.23,269.2,4.72,4.6%,1,5,16.7%,0,1,3,16,0,7,1,3,4,15,21.1%,11.3,0,0,-87.2,20.0,15.4
Brad,Malone,CAR,C/LW,57,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,7,7,1,0,2,3922,1.15,58.0,1.02,188.4,3.31,23.5%,8,8,50.0%,0,6,7,33,1,19,3,19,5,34,12.8%,3.1,2,1,-35.2,11.4,2.0
Brandon,Manning,PHI,D,56,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,9,9,0,1,0,3859,1.15,59.2,1.06,215.2,3.84,21.6%,0,0, ,1,8,8,47,2,15,0,29,7,50,12.3%,-1.1,2,2,-30.4,18.4,15.2
Josh,Manson,ANA,D,71,0,0,0,0,0,0,0,6,3,2,6,0,0.0%,0.0%,23,20,7,10,3,9142,2.15,146.3,2.06,269.2,3.79,35.2%,0,0, ,3,7,18,110,10,57,2,65,20,103,16.3%,1.2,0,1,-32.8,7.3,0.7
Anthony,Mantha,DET,RW/LW,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,51.0,5.10,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Brad,Marchand,BOS,LW,77,4,2,6,3,2,0,16,22,4,4,18,4,18.2%,11.5%,12,8,7,5,8,9258,2.00,153.6,1.99,261.7,3.40,37.0%,2,2,50.0%,5,14,34,91,10,56,8,64,38,118,24.4%,13.0,3,9,-21.9,4.0,-7.3
Alexey,Marchenko,DET,D,66,0,1,1,0,1,0,13,0,0,0,0,0,0.0%,0.0%,32,9,2,7,1,8396,2.12,133.3,2.02,216.8,3.28,38.1%,0,0, ,1,11,12,106,3,54,4,81,13,107,10.8%,-1.2,1,0,-35.1,8.9,5.7
Jonathan,Marchessault,TBL,C/N,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,3,0.00,0.1,0.00,240.0,5.33,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,1,0.0,,
Martin,Marincin,TOR,D,65,0,0,0,0,0,0,0,2,0,0,2,0,0.0%,0.0%,21,4,3,4,6,9178,2.35,148.4,2.28,197.2,3.03,42.9%,0,0, ,1,18,25,101,3,41,4,60,18,126,12.5%,-4.6,1,0,-30.3,8.3,-1.0
Andrei,Markov,MTL,D,82,0,0,0,0,0,0,0,6,0,0,5,1,0.0%,0.0%,14,9,1,9,6,11493,2.34,184.4,2.25,210.5,2.57,46.7%,0,0, ,1,21,24,146,8,70,7,50,22,142,13.4%,-3.1,0,1,-52.4,2.4,-4.4
Patrick,Marleau,SJS,LW/RW,82,1,0,1,1,0,0,0,6,1,1,5,0,16.7%,16.7%,1,1,0,1,6,6274,1.28,107.6,1.31,267.6,3.26,28.7%,27,24,52.9%,1,17,8,90,5,41,3,51,11,100,9.9%,-1.8,1,0,-47.9,1.9,-4.6
Patrick,Maroon,EDM,LW,72,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,15,0.00,0.3,0.00,414.7,5.76,0.1%,0,0, ,0,0,0,2,0,0,0,0,0,2,0.0%,-15.4,1,1,-120.0,,
Matt,Martin,NYI,LW/RW,80,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,0,0,0,0,0,213,0.04,3.7,0.05,355.4,4.44,1.0%,0,0, ,0,0,1,4,0,0,1,1,0,4,0.0%,-17.5,0,2,-48.6,0.0,-6.7
Paul,Martin,SJS,D,78,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,22,4,3,2,0,10367,2.22,164.6,2.11,197.2,2.53,45.5%,0,0, ,2,20,18,136,6,61,1,62,15,145,9.4%,-2.1,0,1,-47.4,3.8,-2.4
Alec,Martinez,LAK,D,78,0,1,1,0,0,1,0,2,1,1,1,0,0.0%,0.0%,34,22,5,9,3,10566,2.26,172.2,2.21,256.9,3.29,40.1%,0,0, ,4,17,15,136,3,72,7,76,19,146,11.5%,0.1,1,3,-46.7,11.2,7.3
Jordan,Martinook,ARI,LW/C,81,1,1,2,1,1,0,12,9,3,2,8,2,11.1%,8.3%,17,2,4,0,14,12568,2.59,216.3,2.67,271.7,3.35,44.3%,2,5,28.6%,2,26,22,146,5,76,4,86,20,163,10.9%,-2.3,0,1,-38.0,4.9,-3.3
Andreas,Martinsen,COL,LW,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,114,0.03,0.9,0.02,271.7,4.94,0.3%,0,0, ,0,1,0,2,0,1,0,0,0,3,0.0%,-11.0,0,1,-240.0,,
Brandon,Mashinter,CHI,LW,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.1,0.00,205.6,5.02,0.0%,0,0, ,0,1,0,0,0,0,0,0,0,1,0.0%,-14.5,0,0,-60.0,,
Michael,Matheson,FLA,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,24,0.13,0.6,0.19,13.3,4.45,4.2%,0,0, ,0,0,0,0,0,1,0,0,0,0,0.0%,,0,0,-60.0,,
Stefan,Matteau,MTL,C/LW,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,22,0.01,0.4,0.01,164.4,5.14,0.3%,0,0, ,0,0,0,0,0,0,1,0,0,0,0.0%,,0,0,-60.0,100.0,96.0
Shawn,Matthias,COL,C/LW,71,0,1,1,0,1,0,24,5,2,2,5,0,0.0%,0.0%,7,2,5,3,7,4557,1.07,71.7,1.01,311.8,4.39,18.7%,1,2,33.3%,1,12,23,49,3,23,2,29,19,61,23.8%,9.4,0,0,-25.1,17.9,9.4
Scott,Mayfield,NYI,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,2,0,0,0,0,504,1.40,7.2,1.20,22.5,3.75,24.2%,0,0, ,0,3,0,6,0,1,0,4,0,10,0.0%,-31.0,0,1,-50.1,16.7,8.3
Jamie,McBain,LAK,D,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,195,0.07,2.6,0.06,234.0,5.32,1.1%,0,0, ,0,1,0,2,0,0,0,2,0,3,0.0%,-12.6,0,0,-23.2,,
Jake,McCabe,BUF,D,77,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,19,3,2,6,1,6542,1.42,101.1,1.31,233.3,3.03,30.2%,0,0, ,3,9,18,90,4,42,3,38,17,90,15.9%,6.4,0,1,-48.1,4.9,-0.6
Jared,McCann,VAN,C,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,131,0.03,2.8,0.04,333.4,4.83,0.8%,0,3,0.0%,0,0,0,2,0,0,0,0,0,2,0.0%,-11.0,0,0,-42.4,25.0,20.7
Michael,McCarron,MTL,RW,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,99.6,4.98,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
John,McCarthy,SJS,C/LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,4.5,4.54,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jay,McClement,CAR,C,77,1,0,1,1,0,0,0,2,0,0,1,1,50.0%,50.0%,7,5,4,2,5,8872,1.92,136.1,1.77,166.2,2.16,45.0%,59,71,45.4%,1,19,10,88,2,44,5,52,7,97,6.7%,-5.5,1,0,-40.1,9.4,-1.2
Max,McCormick,OTT,RW/LW,20,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,80,0.07,1.5,0.07,91.4,4.57,1.6%,0,1,0.0%,0,1,1,5,0,1,0,0,0,4,0.0%,-8.7,1,1,-243.2,0.0,-8.9
Connor,McDavid,EDM,C,45,0,0,0,0,0,0,0,4,0,0,4,0,0.0%,0.0%,0,1,0,1,3,2109,0.78,32.7,0.73,216.3,4.81,13.1%,5,5,50.0%,0,3,5,17,1,9,0,8,6,22,21.4%,13.9,0,0,-27.6,5.3,1.3
Ryan,McDonagh,NYR,D,73,0,1,1,0,1,0,17,2,3,3,1,0,0.0%,0.0%,28,12,5,9,4,11558,2.64,189.4,2.59,159.4,2.18,54.3%,0,0, ,2,26,31,150,12,53,2,94,30,153,16.4%,2.4,1,2,-29.2,4.4,-6.4
Colin,McDonald,PHI,RW,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,23.4,4.67,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
John,McFarland,FLA,LW/RW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,16.9,5.62,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
