"","PLAYER","AGE","POS","DATE","LENGTH","VALUE","CAP HIT","Nat","Ht","Wt","DftYr","DftRd","Ovrl","GP","+/-","E+/-","PIM","OTG","GWG","NPD","xGF","xGA","Grit","1st","2nd","3rd","LY Salary","LY Cap Hit","ev_G","ev_A","ev_A1","ev_PTS","ev_IPP%","ev_SH%","ev_PDO","ev_F/60","ev_A/60","ev_Pct%","ev_RelPct%","ev_ixG","ev_iSCF","ev_iCF","ev_iFF","ev_iSF","ev_iRB","ev_iRS","ev_iDS","ev_Pass","ev_iHF","ev_iHA","ev_iGVA","ev_iTKA","ev_iBLK","ev_iFOW","ev_FO%","ev_CF","ev_CA","ev_FF","ev_FA","ev_SCF","ev_SCA","pp_G","pp_A","pp_A1","pp_PTS","pp_TOI","pp_TOI/GP","pp_F/60","pp_A/60","pp_Pct%","pp_RelPct%","pk_G","pk_A","pk_PTS","pk_TOI","pk_TOI/GP","pk_F/60","pk_A/60","pk_Pct%","pk_RelPct%","pk_iTKA","pk_iBLK","Prev3GP","ev_Prev3G","ev_Prev3A","ev_Prev3PTS","ev_Prev3TOI","ev_Prev3Corsi","pp_Prev3PPG","pp_Prev3PPA","pp_Prev3PPP","pp_Prev3TOI","pk_Prev3Blk","pk_Prev3Hits","pk_Prev3TOI"
"129","Buddy Robinson",25,"RW","1-Jul-17",1,"$650,000","$650,000","USA",78,232,2010,10,266,4,0,0.1,2,0,0,-1,0.9,1,11,0,0,0,"$750,000.00","$750,000.00",0,0,0,0,"0.00%","0.00%",1000,"31.6","52","37.80%","-5.90%",0.6,3,5,5,4,1,0,"1",0,9,4,1,1,0,0,"0.00%",15,24,12,17,4,4,0,0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0.04,0,0,"0.00%","-4.30%",0,0,3,1,1,2,26.6,-15.8,0,0,0,0,0,0,0
"130","Paul Thompson",28,"RW","1-Jul-17",1,"$650,000","$650,000","USA",73,200,2007,10,266,21,-4,-5,22,0,0,-5,5.2,9.4,88,0,0,0,"$575,000.00","$575,000.00",0,3,1,3,"75.00%","6.20%",989,"44.8","68","39.70%","-10.80%",1.3,4,29,24,18,0,4,"4",31.3,48,17,2,4,16,0,"0.00%",125,188,99,136,13,30,0,0,0,0,11,0.08,20.2,0,"100.00%","9.20%",0,0,0,10,0.04,0,43.5,"0.00%","-14.00%",0,0,3,0,0,0,37.8,-7.9,0,0,0,0,0,0,0.5
"131","Justin Williams",35,"RW","1-Jul-17",2,"$9,000,000","$4,500,000","CAN",73,188,2000,1,28,80,14,10.2,50,0,4,-8.9,66.8,45.1,119,2,2,4,"$3,250,000.00","$3,250,000.00",19,19,7,38,"74.50%","9.20%",1020,"57.1","49.3","53.70%","5.30%",14.3,56,230,185,138,16,13,"29",134.2,24,119,37,30,38,19,"46.20%",976,842,748,638,168,150,5,5,0,10,9933,2.08,101.4,13.5,"88.30%","-2.00%",0,0,0,1854,0.44,8.3,61.8,"11.90%","-4.20%",4,2,245,48,58,106,3350.6,46.6,11,18,29,475.3,11,0,129.4
"132","Kevin Porter",31,"C","1-Jul-17",2,"$1,300,000","$650,000","USA",71,191,2004,4,119,2,-1,-0.6,0,0,0,0,0.4,1.5,6,0,0,0,"$575,000.00","$575,000.00",0,0,0,0,"0.00%","0.00%",875,"50.1","48.9","50.60%","3.20%",0.1,0,2,1,0,0,0,"0",0,5,1,0,0,1,7,"36.80%",16,16,10,12,1,2,0,0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,171,1.44,0,103.7,"0.00%","0.00%",2,0,53,0,4,4,497.7,-18.7,0,0,0,2.6,7,4,86.3
"133","Marek Hrivik",25,"RW","1-Jul-17",1,"$650,000","$650,000","SVK",74,197,2010,10,266,16,-3,0.7,2,0,0,0,7.4,6.3,26,0,0,0,"$600,000.00","$600,000.00",0,1,1,1,"33.30%","3.20%",948,"63.1","50.5","55.60%","8.10%",1.7,6,28,24,15,1,0,"1",56.5,19,22,2,4,5,32,"40.50%",170,135,131,104,25,18,0,1,0,1,61,0.08,89.3,0,"100.00%","0.00%",0,0,0,290,0.32,11.6,58,"16.70%","4.50%",1,0,5,0,1,1,47.4,-21.5,0,0,0,0.3,0,0,3.1
"134","Peter Holland",26,"C","1-Jul-17",2,"$1,350,000","$675,000","CAN",74,200,2009,1,15,48,-16,-7,22,0,0,-3.3,26.8,28.3,68,1,0,0,"$1,300,000.00","$1,300,000.00",4,7,2,11,"68.80%","6.20%",974,"52.6","63.4","45.40%","-2.00%",6.6,21,110,93,68,4,8,"12",59.3,36,28,10,21,8,209,"44.70%",475,567,365,433,67,77,1,0,0,1,3309,1.19,63.9,19.2,"76.90%","-11.00%",0,0,0,389,0.16,7.7,115,"6.30%","-5.10%",0,1,170,18,28,46,1939.7,-25,7,8,15,230,6,5,120.3
"135","Sam Gagner",27,"C, RW","1-Jul-17",3,"$9,450,000","$3,150,000","CAN",71,200,2007,1,6,81,10,14.8,22,0,1,3.5,73.1,37.8,60,2,4,2,"$650,000.00","$650,000.00",10,22,13,32,"82.10%","8.00%",1010,"59.3","50.1","54.20%","6.10%",9.6,33,208,158,120,5,14,"19",287.8,18,58,23,17,14,147,"47.30%",862,729,651,530,148,112,8,10,5,18,11793,2.41,100.2,12,"89.30%","2.80%",0,0,0,52,0.04,0,31,"0.00%","-9.50%",0,0,201,24,47,71,2835.4,-3.2,9,13,22,440.8,0,1,28.4
"136","Chris Thorburn",34,"RW, LW","1-Jul-17",2,"$1,800,000","$900,000","CAN",75,235,2001,2,50,64,-7,-1.6,95,0,0,-12.1,12.3,19.4,223,0,0,0,"$1,200,000.00","$1,200,000.00",2,1,1,3,"37.50%","5.30%",965,"43.5","54.8","44.30%","-2.90%",2.5,8,57,39,30,2,5,"7",35.8,84,34,2,3,19,12,"52.20%",295,372,199,251,41,43,0,0,0,0,127,0.05,47.2,23.6,"66.70%","-17.90%",1,0,1,2376,0.6,9.5,80.4,"10.50%","0.90%",0,6,218,14,22,36,1889.6,-25.7,0,0,0,19.4,5,10,63.2
"137","Beau Bennett",25,"RW, LW","1-Jul-17",1,"$650,000","$650,000","USA",74,195,2010,1,20,65,-3,1.1,20,0,1,0.6,38,32.9,110,0,0,0,"$725,000.00","$725,000.00",7,10,6,17,"79.10%","5.60%",990,"55.4","48.4","53.40%","9.20%",6.8,20,159,126,89,4,4,"8",196.5,68,59,12,17,12,2,"15.40%",710,619,543,480,79,95,1,1,1,2,6567,1.8,64.3,15.4,"80.60%","-4.10%",0,0,0,69,0.04,31.1,62.1,"33.30%","30.30%",0,0,103,12,16,28,1176.5,25.1,1,2,3,111.8,0,0,4.4
"138","Nate Thompson",32,"C","1-Jul-17",2,"$3,300,000","$1,650,000","USA",72,212,2003,6,183,30,4,-0.1,14,0,0,-1,8.6,14.9,94,0,0,0,"$1,700,000.00","$1,600,000.00",1,1,0,2,"30.80%","7.10%",1048,"39.7","58.6","40.40%","-11.10%",1.3,4,31,23,18,0,1,"1",0,68,21,2,4,6,112,"57.10%",169,252,126,196,22,30,0,0,0,0,220,0.16,62.5,12.5,"83.30%","-6.60%",0,0,0,2862,1.59,10,86.6,"10.40%","-1.50%",2,3,210,13,23,36,2253.2,-5.6,0,0,0,20.7,44,5,378.5
"139","Cole Schneider",26,"LW, RW","1-Jul-17",2,"$1,300,000","$650,000","USA",73,200,2009,10,266,4,2,0,0,0,0,0,1,1.1,5,0,0,0,"$600,000.00","$600,000.00",0,1,1,1,"50.00%","13.80%",1138,"58","52.5","52.50%","10.70%",0.2,0,8,6,6,0,1,"1",14,3,0,0,0,2,0,"0.00%",28,25,21,16,3,3,0,0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,2,0,0,0,24.4,0,0,0,0,0.7,0,0,0
"140","Paul Carey",28,"C","1-Jul-17",1,"$650,000","$650,000","USA",73,198,2007,5,135,6,-2,-1,0,0,0,0,1.8,2.5,6,0,0,0,"$575,000.00","$575,000.00",0,0,0,0,"0.00%","0.00%",913,"53.3","53.9","49.70%","2.00%",0.7,2,15,9,7,0,1,"1",0,5,2,4,5,1,0,"0.00%",53,53,38,35,4,12,0,0,0,0,5,0.05,0,0,"0.00%","-80.00%",0,0,0,201,0.56,53.7,0,"100.00%","83.30%",0,0,26,1,1,2,191.7,-12.8,0,0,0,3.8,0,0,0.8
"141","Byron Froese",26,"C","1-Jul-17",2,"$1,300,000","$650,000","CAN",72,205,2009,4,119,6,-3,-0.5,5,0,0,-0.9,2.1,3.1,13,0,0,0,"$575,000.00","$575,000.00",0,0,0,0,"0.00%","0.00%",880,"48.8","61.2","44.30%","-5.30%",0.4,1,9,7,6,0,0,"0",0,3,5,2,3,4,24,"48.00%",50,63,39,38,4,10,0,0,0,0,214,0.63,66,0,"100.00%","3.60%",0,0,0,77,0.19,0,56,"0.00%","-5.90%",0,0,56,2,3,5,520.6,-2.7,0,0,0,15.4,11,4,141
"142","Micheal Haley",31,"C","1-Jul-17",2,"$1,650,000","$825,000","CAN",71,205,2004,10,266,58,6,2.6,128,0,1,-16,18.5,20.2,296,0,0,1,"$625,000.00","$625,000.00",2,10,7,12,"57.10%","8.80%",1023,"52","55.5","48.40%","-2.10%",4.9,18,86,64,38,4,5,"9",151.8,128,48,19,18,21,66,"44.30%",460,492,336,331,65,71,0,0,0,0,103,0.05,0,0,"0.00%","-84.00%",0,0,0,66,0.04,0,17.3,"0.00%","-9.90%",0,0,20,1,0,1,146,-41.9,0,0,0,0.4,0,0,0
"143","Tyler Pitlick",25,"RW","1-Jul-17",3,"$3,000,000","$1,000,000","USA",74,202,2010,2,31,31,0,-2.3,6,0,1,0,9.8,11.3,89,0,2,1,"$725,000.00","$725,000.00",8,3,2,11,"84.60%","9.90%",1010,"44.8","53.6","45.50%","-3.80%",4.4,15,74,62,53,1,4,"5",34.4,69,32,7,3,13,6,"46.20%",224,265,169,189,31,47,0,0,0,0,160,0.12,19.7,0,"100.00%","9.80%",0,0,0,262,0.16,22.9,68.8,"25.00%","11.80%",0,0,27,3,0,3,296.3,-16.5,0,0,0,4.2,0,0,1.4
"144","Martin Hanzal",30,"C","1-Jul-17",3,"$14,250,000","$4,750,000","CZE",78,226,2005,1,17,71,-17,-4.4,53,1,2,5,61.5,58.6,257,2,3,5,"$3,500,000.00","$3,100,000.00",15,15,7,30,"81.10%","7.80%",979,"55.1","55.1","50.00%","2.50%",13.3,51,206,166,124,15,6,"21",164.8,135,57,18,21,53,617,"57.00%",870,867,646,677,118,160,5,4,3,9,10535,2.39,94.4,10.1,"90.40%","4.30%",0,0,0,5800,1.38,20.7,100.3,"17.10%","3.60%",4,4,166,26,47,73,2295,5.3,9,21,30,454.5,18,13,202.8
"145","Seth Griffith",24,"RW, C","1-Jul-17",1,"$650,000","$650,000","CAN",69,191,2012,5,131,24,6,-0.4,8,0,0,-1.6,16.7,11.3,43,0,0,1,"$625,000.00","$625,000.00",0,4,3,4,"40.00%","6.70%",1037,"57.5","48.9","54.00%","4.50%",2.3,10,39,30,18,4,1,"5",77.1,28,21,6,4,5,1,"0.00%",258,218,206,175,46,35,0,1,1,1,1927,1.38,114.1,10.7,"91.40%","-4.20%",0,0,0,1,0.05,0,0,"0.00%","-17.60%",0,0,34,5,2,7,382.6,-36.4,1,3,4,55,0,0,0.6
"146","Kenny Agostino",25,"LW","1-Jul-17",1,"$875,000","$875,000","USA",72,202,2010,5,140,7,0,1.9,2,0,0,0.1,5.2,3.3,14,0,1,0,"$625,000.00","$625,000.00",1,1,1,2,"66.70%","5.90%",969,"63.2","47.6","57.00%","12.80%",1.3,4,23,21,15,1,1,"2",28.5,9,7,4,1,3,0,"0.00%",85,64,68,47,18,10,0,1,1,1,536,1.3,65.4,6.5,"90.90%","-4.50%",0,0,0,0,0.02,0,0,"0.00%","0.00%",0,0,10,1,1,2,110.2,-4.4,0,0,0,4.5,0,0,0
"147","Oskar Sundqvist",23,"C","1-Jul-17",1,"$675,000","$675,000","SWE",75,209,2012,3,81,10,-4,-1.7,2,0,0,0,2.5,4.3,17,0,0,0,"$792,500.00","$700,833.00",0,0,0,0,"0.00%","6.10%",918,"48.6","61.7","44.10%","-6.30%",0.4,2,9,8,8,0,0,"0",0,13,14,2,1,2,15,"35.70%",70,89,48,62,9,13,0,0,0,0,5,0.07,0,0,"0.00%","-81.30%",0,0,0,297,0.5,11.9,95.5,"11.10%","-0.90%",0,0,18,0,3,3,175.7,-2.4,0,0,0,1.1,0,0,7.8
"148","Dominic Moore",36,"C, LW","1-Jul-17",1,"$1,000,000","$1,000,000","CAN",72,192,2000,3,95,82,2,1.2,44,0,1,-11,34.4,47.7,149,0,0,1,"$900,000.00","$900,000.00",8,13,6,21,"87.50%","6.40%",988,"49.4","54","47.80%","-3.90%",6.8,22,129,96,78,0,8,"#VALUE!",178,58,76,24,26,31,296,"56.20%",710,775,523,578,92,99,0,0,0,0,1071,0.27,68.1,12.3,"84.70%","-3.20%",3,1,4,9682,1.94,17.2,93.2,"15.60%","2.10%",4,8,235,19,35,54,2549.9,-24.7,0,1,1,16.1,32,12,463.7
"149","Radim Vrbata",36,"RW","1-Jul-17",1,"$3,750,000","$2,500,000","CZE",73,194,1999,7,212,81,-18,-14.8,16,0,4,2.6,67.4,63.5,95,4,4,1,"$1,000,000.00","$1,000,000.00",16,24,14,40,"100.00%","7.80%",995,"51.6","60.3","46.10%","-0.40%",10.2,25,256,191,148,11,17,"28",327.1,44,41,23,27,26,7,"24.10%",933,1083,706,851,125,214,4,11,7,15,13091,2.59,95.7,9.5,"91.00%","10.00%",0,0,0,1215,0.29,19.5,70.8,"21.60%","12.20%",2,1,222,37,51,88,3027.6,4.44089209850063e-16,27,26,53,624.8,1,2,41.5
"150","Kyle Rau",24,"C","1-Jul-17",1,"$700,000","$700,000","USA",68,178,2011,3,91,24,-3,-2.2,4,0,0,-0.9,7.8,8.7,31,0,0,1,"$925,000.00","$858,750.00",2,1,0,3,"60.00%","5.80%",987,"46.4","52.6","46.90%","-3.30%",1.5,5,32,25,21,2,1,"3",0,23,21,2,6,3,2,"66.70%",174,198,129,146,21,31,0,0,0,0,305,0.22,125.8,11.4,"91.70%","4.70%",0,0,0,0,0.03,0,0,"0.00%","-23.80%",0,0,9,0,0,0,107.3,5.6,0,0,0,3.6,0,0,0.9
"151","Brian Flynn",28,"RW","1-Jul-17",1,"$700,000","$700,000","USA",73,183,2007,10,266,51,2,-2,4,0,0,1.9,18.6,27.2,53,0,0,1,"$950,000.00","$950,000.00",6,4,3,10,"52.60%","9.30%",1024,"48.2","53.1","47.60%","-3.00%",4.6,15,88,63,43,6,8,"14",67.3,20,46,10,11,23,53,"49.50%",426,469,306,308,49,46,0,0,0,0,145,0.09,44.9,59.9,"42.90%","-41.10%",0,0,0,4596,1.47,5.7,94.1,"5.70%","-6.50%",2,6,198,13,21,34,2260.5,-48.9,0,1,1,61.2,34,1,381.1
"152","Josh Jooris",26,"C","1-Jul-17",1,"$775,000","$775,000","CAN",73,197,2009,10,266,54,-2,-6.3,16,0,0,4.8,19.2,35.9,95,0,0,0,"$600,000.00","$600,000.00",4,7,3,11,"64.70%","6.60%",999,"47.8","62.9","43.20%","-2.90%",4.3,11,114,90,72,4,4,"8",80,48,57,5,6,23,196,"50.10%",454,595,345,430,55,71,0,0,0,0,88,0.05,0,0,"0.00%","-90.00%",0,1,1,4775,1.5,11.4,121.9,"8.60%","-1.20%",4,6,119,12,18,30,1382.1,-12.1,4,1,5,47.4,14,2,155.3
"153","Anton Rodin",26,"RW","30-Jun-17",1,"$700,000","$700,000","SWE",71,185,2009,2,53,3,1,0.3,0,0,0,0,0.7,0.5,1,0,0,0,"$950,000.00","$950,000.00",0,1,0,1,"100.00%","14.30%",1143,"37.5","54.6","40.70%","0.20%",0.1,0,4,3,2,0,0,"0",0,0,2,1,2,1,0,"0.00%",16,23,10,15,3,2,0,0,0,0,88,0.49,40.9,0,"100.00%","100.00%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Jordan Weal",25,"LW","29-Jun-17",2,"$3,500,000","$1,750,000","CAN",70,179,2010,3,70,23,5,7.2,10,0,1,-1.5,19.8,11.1,25,2,0,1,"$650,000.00","$650,000.00",7,4,2,11,"78.60%","8.10%",991,"63.2","49.6","56.10%","8.30%",5.2,22,61,50,38,4,4,"8",43.6,6,44,6,14,7,11,"52.40%",305,241,227,178,55,42,1,0,0,1,2167,1.59,70.2,21.2,"76.80%","-14.50%",0,0,0,19,0.06,0,0,"0.00%","-9.60%",0,0,14,0,0,0,112.3,-6.9,0,0,0,9.1,0,0,0.6
"155","Kris Versteeg",31,"LW, RW","29-Jun-17",1,"$1,750,000","$1,750,000","CAN",71,176,2004,5,134,69,-3,-8.1,46,0,1,5.1,46.9,36.7,81,1,1,2,"$950,000.00","$950,000.00",7,14,8,21,"80.80%","7.70%",1011,"48.1","52.9","47.60%","-0.90%",5.2,13,138,106,77,2,12,"14",200.2,5,35,22,32,26,47,"54.70%",651,719,465,545,61,112,8,8,1,16,10540,2.48,102.6,12.5,"89.20%","1.10%",0,0,0,94,0.08,0,0,"0.00%","-15.30%",0,0,219,36,50,86,2869.6,34.3,5,17,22,398.6,0,0,9.4
"156","Chandler Stephenson",23,"C","29-Jun-17",2,"$1,300,000","$650,000","CAN",72,204,2012,3,77,4,0,0,0,0,0,0,1.1,1.5,0,0,0,0,"$842,500.00","$725,833.00",0,0,0,0,"0.00%","0.00%",1000,"55.9","36","60.80%","13.40%",0.3,1,4,3,3,0,0,"0",0,0,2,0,1,0,12,"50.00%",32,21,25,19,2,3,0,0,0,0,6,0.07,0,0,"0.00%","-80.00%",0,0,0,57,0.24,0,63.2,"0.00%","-18.20%",0,0,9,0,0,0,68.9,8.7,0,0,0,0.4,0,0,0
"157","Magnus Paajarvi",26,"LW","29-Jun-17",1,"$800,000","$800,000","SWE",75,203,2009,1,10,32,9,2.2,6,0,3,3,14.7,14.5,51,1,0,0,"$700,000.00","$700,000.00",7,5,3,12,"66.70%","10.50%",1052,"54.4","52.2","51.00%","4.90%",4.6,23,78,60,48,2,7,"9",54.5,29,37,0,10,13,1,"33.30%",328,315,242,240,52,40,1,0,0,1,500,0.27,76.8,14,"84.60%","-6.00%",0,0,0,1302,0.72,7.7,66.8,"10.30%","-0.70%",1,1,113,9,12,21,1239.3,23.3,0,1,1,18.1,0,0,10.3
"158","Noel Acciari",25,"C, RW","28-Jun-17",2,"$1,450,000","$725,000","USA",70,208,2010,10,266,29,3,0.5,16,0,0,-2,10.3,9.3,101,0,0,1,"$892,500.00","$792,500.00",2,3,1,5,"55.60%","7.70%",1035,"46.8","49.3","48.70%","-2.80%",2.6,10,43,32,24,0,2,"#VALUE!",25.6,79,59,3,9,5,10,"37.00%",228,240,168,182,31,23,0,0,0,0,49,0.11,0,0,"0.00%","-85.80%",0,0,0,350,0.21,9.9,49.4,"16.70%","7.80%",1,0,19,0,1,1,0,0,0,0,0,0,3,0,0
"159","Sven Andrighetto",24,"RW, LW","28-Jun-17",2,"$2,800,000","$1,400,000","CHE",70,188,2013,3,86,46,1,1.3,12,0,0,0.6,26.8,22.9,74,0,1,0,"$650,000.00","$650,000.00",5,15,8,20,"93.00%","8.10%",1013,"54.1","52.2","50.90%","1.60%",4.3,9,107,76,55,5,10,"15",194.4,39,46,4,19,21,7,"70.00%",526,504,379,367,62,67,2,2,0,4,3070,1.13,69.5,13.9,"83.30%","-3.20%",0,0,0,43,0.04,0,20.7,"0.00%","-13.50%",0,0,56,8,10,18,635.8,-3,1,1,2,77.5,0,0,0.2
"160","Cory Conacher",27,"LW","28-Jun-17",2,"$1,300,000","$650,000","CAN",68,180,2008,10,266,11,0,0.2,4,0,0,3.3,6.1,4,5,0,0,0,"$575,000.00","$575,000.00",0,3,3,3,"100.00%","5.90%",1002,"46.1","51.4","47.30%","0.40%",1.7,4,20,20,14,2,0,"2",81.5,1,11,6,5,0,1,"50.00%",81,91,67,76,16,10,1,0,0,1,1219,1.88,60.5,8.6,"87.50%","-1.60%",0,0,0,0,0.03,0,0,"0.00%","-6.10%",0,0,94,7,21,28,1097.6,-2,1,0,1,124.3,0,0,0.7
"161","Gabriel Dumont",26,"C","28-Jun-17",2,"$1,300,000","$650,000","CAN",70,190,2009,5,139,39,1,-0.2,29,0,0,2,13.8,12.9,134,0,0,0,"$575,000.00","$575,000.00",2,2,2,4,"66.70%","4.20%",1001,"49.6","52.1","48.80%","-1.60%",4.8,13,65,47,33,8,7,"15",99.3,83,62,4,5,18,111,"53.60%",298,310,219,227,33,26,0,0,0,0,157,0.12,33.1,13,"71.70%","-18.00%",0,0,0,773,0.29,17,99.5,"14.60%","1.30%",1,1,5,0,0,0,39.9,-36.8,0,0,0,0,0,0,0.8
"162","Brock McGinn",23,"LW","28-Jun-17",2,"$1,775,000","$887,500","CAN",72,185,2012,2,47,57,-11,-4.5,6,0,1,10.9,26.8,30.9,119,2,2,0,"$800,000.00","$811,667.00",7,8,5,15,"78.90%","6.80%",965,"56.4","56.4","50.00%","1.40%",9.4,37,139,98,71,14,13,"27",153.3,85,70,14,23,21,1,"33.30%",588,592,406,426,84,84,0,0,0,0,232,0.07,32.9,0,"100.00%","6.70%",0,1,1,2691,0.78,13.5,62.7,"17.70%","0.20%",3,1,21,3,1,4,217.8,-8.5,0,0,0,2,1,1,7.4
"163","Jordan Schroeder",26,"C, RW","27-Jun-17",2,"$1,300,000","$650,000","USA",69,184,2009,1,22,37,5,-3,0,0,0,4,13.2,14.7,44,0,0,0,"$650,000.00","$650,000.00",6,7,3,13,"96.30%","8.50%",1035,"46.5","61.8","42.90%","-5.60%",3.1,10,54,48,36,0,5,"5",61.9,29,23,5,11,15,19,"47.50%",279,373,220,268,37,39,0,0,0,0,36,0.03,0,0,"0.00%","-76.90%",0,0,0,3,0.02,0,0,"0.00%","-21.40%",0,0,76,8,9,17,777.1,3,0,1,1,32.8,1,0,4
"164","Ben Street",30,"C","27-Jun-17",1,"$650,000","$650,000","CAN",71,199,2005,10,266,6,1,1.1,0,0,0,0,3,2,3,0,0,0,"$600,000.00","$600,000.00",0,1,1,1,"100.00%","3.20%",1032,"64.4","55.5","53.70%","9.70%",0.9,4,11,11,8,1,0,"1",53.5,3,6,2,0,0,0,"0.00%",54,46,42,36,13,6,0,0,0,0,0,0,0,0,"0.00%","-100.00%",0,0,0,0,0,0,0,"0.00%","-27.30%",0,0,23,0,1,1,203,-68.9,0,0,0,6.7,2,1,15
"165","Patrick Cannone",30,"C","27-Jun-17",1,"$650,000","$650,000","USA",71,197,2005,10,266,3,0,0.1,0,0,0,0,0.9,1.6,3,0,0,0,"$600,000.00","$600,000.00",0,0,0,0,"0.00%","10.60%",1022,"36.1","73.3","33.00%","-14.30%",0.2,1,2,1,1,0,0,"0",0,2,4,2,1,1,11,"52.40%",14,27,12,17,2,4,0,0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0.06,0,0,"0.00%","-28.60%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Max McCormick",25,"LW","27-Jun-17",2,"$1,300,000","$650,000","USA",71,188,2011,6,171,7,-3,-1.1,0,0,0,0,1.2,2.5,14,0,0,0,"$650,000.00","$650,000.00",0,0,0,0,"0.00%","0.00%",908,"63.1","78.8","44.40%","-4.00%",0.5,2,14,9,7,2,0,"2",0,13,4,0,2,1,15,"62.50%",50,63,27,44,3,8,0,0,0,0,5,0.01,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,"0.00%","-5.90%",0,0,20,2,2,4,209,1.1,0,0,0,1,0,0,1.5
"167","Patrick Brown",25,"C","27-Jun-17",1,"$650,000","$650,000","USA",73,210,2010,10,266,14,-6,-2.8,0,0,0,0,3.8,5.1,35,0,0,0,"$650,000.00","$650,000.00",0,0,0,0,"0.00%","2.30%",895,"43.7","54.6","44.40%","-5.00%",1,2,22,18,12,0,2,"2",0,30,18,3,2,5,9,"60.00%",97,122,66,84,14,17,0,0,0,0,19,0.09,0,0,"0.00%","-90.50%",0,0,0,78,0.1,42.8,0,"100.00%","100.00%",0,0,14,1,1,2,142.4,-7.5,0,0,0,0.5,0,0,2
"168","Brett Connolly",25,"RW, LW","26-Jun-17",2,"$3,000,000","$1,500,000","CAN",75,194,2010,1,6,66,20,5.1,40,0,3,-11.6,32.7,24.4,141,0,3,1,"$850,000.00","$850,000.00",14,8,7,22,"66.70%","9.50%",1047,"59","50.3","54.00%","5.70%",6.4,18,120,90,74,4,5,"9",139.9,86,44,12,14,12,2,"22.20%",661,563,476,415,86,70,1,0,0,1,1781,0.48,93.6,11,"89.50%","-0.50%",0,0,0,63,0.03,27.3,68.8,"28.40%","15.60%",0,0,137,18,17,35,1512.6,15.5,4,4,8,172.5,0,0,1
"169","Yanni Gourde",25,"C, LW","26-Jun-17",2,"$2,000,000","$1,000,000","CAN",69,172,2010,10,266,20,-1,2.8,8,1,1,-2.8,12.4,10.4,22,2,0,1,"$575,000.00","$575,000.00",5,2,1,7,"100.00%","4.90%",962,"62.3","44","58.60%","11.30%",2.8,10,44,33,24,5,0,"5",37.9,10,34,3,9,3,52,"41.00%",264,188,199,154,27,23,0,0,0,0,1005,0.92,51.5,6.4,"88.90%","0.30%",1,0,1,1671,1.41,19,78.1,"19.60%","6.50%",2,0,2,0,1,1,14.3,-33.6,0,0,0,0,0,0,0
"170","Tomas Jurco",24,"RW, LW","26-Jun-17",1,"$800,000","$800,000","SVK",74,188,2011,2,35,29,-12,0.2,4,0,0,-2.9,12.9,10.2,34,0,0,0,"$950,000.00","$900,000.00",1,0,0,1,"50.00%","1.40%",917,"53.1","52.8","50.20%","2.60%",4.7,19,61,48,34,7,4,"11",0,21,35,7,3,8,0,"0.00%",264,262,195,187,41,29,0,0,0,0,542,0.38,85.2,14,"85.90%","2.60%",0,0,0,113,0.08,19.9,19.9,"50.00%","38.20%",0,0,143,12,22,34,1451.1,26.1,3,2,5,147,0,1,1.6
"171","Derek Ryan",30,"C","26-Jun-17",1,"$1,425,000","$1,425,000","USA",71,170,2005,10,266,67,-8,-2,22,0,3,-1.3,49.3,38.2,92,3,0,1,"$600,000.00","$600,000.00",6,14,7,20,"71.40%","7.70%",993,"55.9","54.4","50.70%","2.20%",6.5,27,103,76,52,5,4,"9",185.4,30,62,29,28,32,319,"54.70%",749,731,527,547,109,117,4,4,2,8,8534,2.1,81.1,9.4,"89.60%","-2.60%",1,0,1,1768,0.45,11.8,48.4,"19.60%","0.60%",2,2,6,1,0,1,65.8,11.9,1,0,1,4.8,0,0,0
"172","Zack Kassian",26,"RW","26-Jun-17",3,"$5,850,000","$1,950,000","CAN",75,207,2009,1,13,79,4,-1.5,101,0,0,-16.1,33.8,50.3,325,0,2,0,"$1,500,000.00","$1,500,000.00",7,17,8,24,"64.90%","9.10%",1016,"49.9","54.5","47.80%","-1.00%",10.1,37,155,129,104,10,9,"19",155.2,196,62,33,20,11,4,"40.00%",721,791,540,576,111,120,0,0,0,0,443,0.13,30.9,0,"100.00%","10.30%",0,0,0,5220,1.11,13.7,93.2,"12.80%","3.10%",1,5,151,25,26,51,1822.3,-8.5,2,0,2,86.9,0,1,6.6
"173","Mark McNeill",24,"RW, C","26-Jun-17",1,"$660,000","$660,000","CAN",74,214,2011,1,18,1,-1,-0.2,0,0,0,0,0.8,1,1,0,0,0,"$600,000.00","$600,000.00",0,0,0,0,"0.00%","0.00%",833,"39.1","78.2","33.30%","-18.30%",0.2,1,1,1,1,0,0,"0",0,0,3,1,0,1,0,"0.00%",9,18,7,9,3,4,0,0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,1,0,0,0,12.3,-39.1,0,0,0,1.1,0,0,0
