First Name,Last Name,End Team,Pos,GP,PPG,PPA,PPP,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPGive,PPTake,PPTOI,PPTOI/G,54TOI,54TOI/G,54TOF,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,TmPPSCF,TmPPSCA,PPSC%,PPRelSC%,PPPenT,PPPenD,PPCorsi,PPOZ%,PPRelOZ%
Daniel,Briere,COL,C,57,0,0,0,0,0,0,0,6,3,2,0.00%,0.00%,0,0,1,3,1,1,72.1,1.27,66.4,1.17,208.5,3.66,24.20%,0.00%,0.00%,0.00%,3,1,75.00%,5,0,48,12,48,12,3,24,51,8,0.4,86.4,2,1,81.5,96.6,2.2
TJ,Brodie,CGY,D,81,3,6,9,3,2,3,3,23,7,30,13.00%,5.00%,20,1,1,3,6,4,177.6,2.19,171.2,2.11,252.3,3.12,40.40%,23.10%,38.50%,61.50%,,, ,13,2,118,20,118,20,4,78,126,17,1.8,88.1,2,0,94.9,87.9,-9.2
Jonas,Brodin,MIN,D,71,0,2,2,0,0,2,1.8,12,1,6,0.00%,0.00%,0,1,0,2,2,2,67.7,0.95,72.5,1.02,288.8,4.07,20.10%,0.00%,33.30%,33.30%,,, ,6,0,54,8,54,8,2,20,48,3,5.7,94.1,0,0,102.8,87,-10.1
Kyle,Brodziak,MIN,C,73,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,3.5,0.05,3.9,0.05,360.2,4.93,1.10%,0.00%,0.00%,0.00%,2,7,22.20%,0,0,0,0,0,0,1,0,0,2,-89.7,0,0,0,-17.3,77.8,-18.9
Julien,Brouillette,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,4.1,4.05,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Troy,Brouwer,WSH,RW,82,8,6,14,8,2,4,3.4,43,21,15,18.60%,10.10%,13,0,15,5,4,1,244,2.98,243.3,2.97,123.6,1.51,66.30%,18.60%,14.00%,32.60%,97,64,60.20%,43,1,226,37,226,37,8,106,237,25,7.4,90.5,6,2,127.4,98.5,8
Chris,Brown,WSH,C,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.01,0,0,32.1,6.43,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Dustin,Brown,LAK,RW/LW,82,1,5,6,1,2,2,2.9,17,6,4,5.90%,3.70%,19,0,7,10,7,0,124,1.51,115.8,1.41,282.6,3.45,29.10%,10.00%,40.00%,50.00%,8,6,57.10%,10,0,84,19,84,19,9,46,80,21,-7.4,79.2,2,3,85.6,88.4,-7.3
J.T.,Brown,TBL,RW,52,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.6,0.05,5.5,0.11,268.9,5.17,2.00%,0.00%,0.00%,0.00%,0,0, ,0,0,2,1,2,1,1,1,2,2,-38.1,50,0,0,47.1,66.7,-29.5
Mike,Brown,SJS,RW,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.1,0.01,0,0,72.9,6.07,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Patrick,Brown,CAR,C,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.4,0.06,0.2,0.02,37.2,5.31,0.40%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,5.6
Damien,Brunner,NJD,RW/C,17,0,4,4,0,2,2,5.1,7,3,4,0.00%,0.00%,13,0,1,2,1,0,46.8,2.75,46.2,2.72,42.1,2.48,52.30%,0.00%,80.00%,80.00%,0,0, ,5,1,28,5,28,5,1,16,36,5,-0.1,87.8,0,1,83.3,100,2.3
Andre,Burakovsky,WSH,LW,53,2,1,3,2,0,1,2.9,5,3,2,40.00%,20.00%,0,0,0,8,1,3,61.6,1.16,58.2,1.1,170.4,3.21,25.40%,25.00%,12.50%,37.50%,1,1,50.00%,8,1,42,9,42,9,2,28,48,7,-4.6,87.3,1,0,96.4,95.4,-1.4
Adam,Burish,SJS,RW,20,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.3,0.07,1,0.05,105.1,5.25,0.90%,0.00%,0.00%,0.00%,0,1,0.00%,0,0,0,0,0,0,1,0,0,0,,,0,0,-45.6,0,-90.1
Brent,Burns,SJS,D,82,7,17,24,7,9,8,5.2,69,31,58,10.10%,4.40%,67,5,4,4,17,3,278.8,3.4,284.5,3.47,138.3,1.69,67.30%,16.30%,39.50%,55.80%,,, ,43,2,277,43,277,43,13,158,324,39,11.1,89.3,1,0,140.8,92.6,11.8
Alexandre,Burrows,VAN,RW/LW,70,4,4,8,4,3,1,3.3,25,13,2,16.00%,10.00%,25,0,3,7,3,0,143.9,2.06,142,2.03,189.7,2.71,42.80%,30.80%,30.80%,61.50%,1,3,25.00%,13,0,96,23,96,23,4,67,100,18,-1.7,84.8,4,3,92.6,92.7,-1
Chris,Butler,STL,D,33,0,0,0,0,0,0,0,3,2,1,0.00%,0.00%,0,0,1,0,0,0,12,0.36,11.7,0.35,147.1,4.46,7.40%,0.00%,0.00%,0.00%,,, ,0,0,11,1,11,1,0,3,11,2,-4.3,84.6,0,0,114.8,85.7,-6.2
Dustin,Byfuglien,WPG,D,69,5,12,17,5,5,7,3.8,64,31,60,7.80%,3.20%,40,2,10,1,10,1,265.4,3.85,253.5,3.67,115.2,1.67,68.70%,16.70%,40.00%,56.70%,,, ,30,2,209,35,209,35,8,143,261,35,-0.4,88.2,2,1,115.5,93.1,13.3
Paul,Byron,CGY,C/LW,57,1,0,1,1,0,0,2.1,5,4,2,20.00%,9.10%,0,0,0,3,2,1,28.3,0.5,28.4,0.5,286.1,5.02,9.00%,50.00%,0.00%,50.00%,1,3,25.00%,2,0,20,1,20,1,1,16,20,2,5.5,90.9,1,0,116.5,89.3,-4.4
Ryan,Callahan,TBL,RW,77,10,6,16,10,4,2,4.1,37,16,7,27.00%,16.70%,24,0,2,5,4,0,234.6,3.05,229,2.97,192,2.49,54.40%,37.00%,22.20%,59.30%,5,7,41.70%,27,2,137,22,137,22,5,86,187,26,7.7,87.8,4,0,85.9,96.1,3.2
Matt,Calvert,CBJ,LW,56,0,0,0,0,0,0,0,6,2,3,0.00%,0.00%,0,0,1,2,3,0,50.2,0.9,50.2,0.9,232.3,4.15,17.80%,0.00%,0.00%,0.00%,2,0,100.00%,5,0,41,3,41,3,0,23,39,2,10.8,95.1,0,0,124.2,90.9,-1.7
Mike,Cammalleri,NJD,LW,68,9,2,11,9,2,0,4.4,30,9,11,30.00%,18.00%,10,2,1,2,5,1,148.4,2.18,140.9,2.07,138.8,2.04,50.40%,45.00%,10.00%,55.00%,15,8,65.20%,20,2,82,24,82,24,6,48,108,21,-1.1,83.7,3,0,71.2,93,1.3
Andrew,Campbell,ARI,D,33,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.01,0.5,0.01,133,4.03,0.40%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,1,0,16.4,100,0,0,0,100,7.3
Brian,Campbell,FLA,D,82,1,11,12,1,7,4,2.9,36,10,14,2.80%,1.70%,77,2,3,8,6,1,248.6,3.03,240.2,2.93,156.5,1.91,60.60%,5.30%,57.90%,63.20%,,, ,19,2,189,31,189,31,5,81,151,23,4.2,86.8,1,0,98.7,94.3,6.1
Gregory,Campbell,BOS,C,70,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,0,0,5.3,0.08,5.1,0.07,289.2,4.13,1.70%,0.00%,0.00%,0.00%,2,8,20.00%,0,0,4,1,4,1,0,1,2,1,-21,66.7,1,0,79.5,81.8,-15
Daniel,Carcillo,CHI,LW,39,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.6,0.04,1.6,0.04,221.1,5.67,0.70%,0.00%,0.00%,0.00%,0,0, ,0,0,0,1,0,1,0,0,0,1,-90.6,0,1,0,-74.2,50,-47
Paul,Carey,COL,C,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,40.4,4.04,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Matthew,Carle,TBL,D,59,1,0,1,1,0,0,1.5,4,2,4,25.00%,10.00%,0,0,0,0,1,0,40.6,0.69,38.4,0.65,293.1,4.97,11.60%,20.00%,0.00%,20.00%,,, ,5,0,19,3,19,3,0,13,25,1,10.3,96.2,1,0,74,76.2,-19.3
John,Carlson,WSH,D,82,3,13,16,3,9,4,6.7,30,23,21,10.00%,4.10%,61,4,1,3,3,4,142.5,1.74,141.5,1.73,225.4,2.75,38.60%,15.00%,65.00%,80.00%,,, ,20,2,116,32,116,32,5,72,130,21,-3.6,86.1,0,0,106.5,95.6,-1.2
Jordan,Caron,COL,RW,30,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0.03,1.3,0.04,133.8,4.46,0.90%,0.00%,0.00%,0.00%,0,0, ,0,0,0,1,0,1,0,0,0,0,,,1,0,-120,100,5.8
Sam,Carrick,TOR,C,16,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,66,4.13,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jeff,Carter,LAK,C,82,10,5,15,7,2,3,4,35,23,17,28.60%,13.30%,16,0,3,7,9,2,227.5,2.77,220.3,2.69,178.1,2.17,55.30%,26.90%,19.20%,46.20%,93,65,58.90%,26,1,183,31,183,31,2,101,202,28,8.2,87.8,2,1,112.9,97.4,10.1
Ryan,Carter,MIN,C,53,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,2.2,0.04,2.9,0.06,302.1,5.7,1.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,1,-89.2,0,1,0,0,71.4,-24.2
Cody,Ceci,OTT,D,81,1,3,4,1,2,1,2.9,18,1,8,5.60%,3.70%,28,0,1,0,3,0,81.9,1.01,77.1,0.95,382.7,4.72,16.80%,20.00%,60.00%,80.00%,,, ,5,0,65,11,65,11,1,24,61,14,-5.4,81.3,0,0,99.7,87.8,-6.8
Michael,Chaput,CBJ,C,33,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,1,0,0,0,2.4,0.07,2.4,0.07,188.9,5.72,1.30%,0.00%,0.00%,0.00%,1,1,50.00%,0,0,3,0,3,0,0,0,3,0,10.5,100,1,0,150,100,6.7
Zdeno,Chara,BOS,D,63,4,1,5,4,0,1,2.3,29,6,12,13.80%,8.50%,0,2,1,2,5,0,131.8,2.09,120.9,1.92,171.3,2.72,41.40%,30.80%,7.70%,38.50%,,, ,13,2,83,18,83,18,7,62,94,19,-6.8,83.2,1,0,89.2,97.5,2.9
Ben,Chiarot,WPG,D,40,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2,0.05,1.9,0.05,218.4,5.46,0.90%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,0,1,0,11.3,100,0,0,59,100,11.3
Alex,Chiasson,OTT,RW,76,3,3,6,3,3,0,2.5,24,9,1,12.50%,8.80%,28,0,4,11,3,0,145.5,1.91,145.9,1.92,285.7,3.76,33.80%,21.40%,21.40%,42.90%,0,1,0.00%,14,0,116,14,116,14,4,62,120,14,4.9,89.6,3,0,113.8,94.8,2.4
Jason,Chimera,WSH,LW,77,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,0,0,2,1,0,0,14.4,0.19,14.8,0.19,314.2,4.08,4.50%,0.00%,0.00%,0.00%,0,0, ,0,0,4,3,4,3,0,2,5,0,11.5,100,1,0,16.6,88.9,-7.7
Kyle,Chipchura,ARI,C,70,1,0,1,1,0,0,5.7,1,0,0,100.00%,100.00%,0,0,0,3,0,0,10.5,0.15,8.7,0.12,301.2,4.3,2.80%,100.00%,0.00%,100.00%,3,3,50.00%,1,0,2,2,2,2,0,7,7,1,2.1,87.5,0,0,45.9,80,-13.9
Taylor,Chorney,PIT,D,7,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,0,0,0,0,0,0,5.9,0.85,6.2,0.89,24.3,3.48,20.30%,0.00%,0.00%,0.00%,,, ,1,0,3,0,3,0,0,3,3,0,12.9,100,0,0,101.4,75,-21.4
Casey,Cizikas,NYI,C,70,0,1,1,0,0,1,7.5,2,0,2,0.00%,0.00%,0,0,0,1,0,0,8,0.11,7.2,0.1,363.4,5.19,1.90%,0.00%,100.00%,100.00%,11,9,55.00%,1,0,5,0,5,0,0,3,6,0,11.3,100,1,0,105.2,88.2,-7.9
Mat,Clark,ANA,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,30.2,4.31,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
David,Clarkson,CBJ,RW,61,1,0,1,1,0,0,0.5,18,9,5,5.60%,3.10%,0,0,8,14,3,0,116.8,1.91,109.6,1.8,224.3,3.68,32.80%,16.70%,0.00%,16.70%,2,5,28.60%,6,5,78,12,78,12,4,40,89,16,-0.5,84.8,4,0,86.8,93.1,-0.7
Daniel,Cleary,DET,RW,17,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.4,0.08,1.4,0.08,90.6,5.33,1.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,0,0,,,0,0,41.9,50,-44.1
Adam,Clendening,VAN,D,21,1,2,3,1,1,1,4.1,2,3,5,50.00%,10.00%,9,1,0,1,1,0,43.5,2.07,41,1.95,73.4,3.49,35.80%,25.00%,50.00%,75.00%,,, ,4,0,33,4,33,4,2,12,33,3,-0.9,91.7,1,0,99.4,88.9,-7.2
Marc-Andre,Cliche,COL,C/RW,74,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.9,0.04,2.9,0.04,351.1,4.74,0.80%,0.00%,0.00%,0.00%,2,3,40.00%,0,0,4,1,4,1,0,0,3,1,-10.2,75,0,0,124.1,85.7,-7.2
Kyle,Clifford,LAK,LW,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,2,0,0,8.4,0.11,5.7,0.07,384.5,4.81,1.50%,0.00%,0.00%,0.00%,0,0, ,0,0,1,2,1,2,0,0,2,2,-34.7,50,0,0,-14.3,33.3,-61
Grant,Clitsome,WPG,D,24,0,0,0,0,0,0,0,2,1,4,0.00%,0.00%,0,0,0,1,0,0,12.7,0.53,12.4,0.52,113.1,4.71,9.90%,0.00%,0.00%,0.00%,,, ,1,0,10,0,10,0,1,10,14,0,9.7,100,0,0,142.3,84.6,-6.4
Ryane,Clowe,NJD,LW,13,0,0,0,0,0,0,0,2,1,1,0.00%,0.00%,0,0,0,1,1,0,35.8,2.75,34,2.61,37.5,2.88,47.50%,0.00%,0.00%,0.00%,0,0, ,3,0,22,4,22,4,1,11,20,4,-13.5,83.3,0,0,82.2,100,2.6
Rich,Clune,NSH,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,6.1,6.09,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Cal,Clutterbuck,NYI,RW,76,0,1,1,0,1,0,5.5,2,0,1,0.00%,0.00%,7,0,0,0,0,0,10.9,0.14,11.6,0.15,386.1,5.08,2.90%,0.00%,100.00%,100.00%,1,0,100.00%,1,0,6,2,6,2,0,3,7,2,-12.1,77.8,1,0,66.1,85,-11.6
Braydon,Coburn,TBL,D,43,0,0,0,0,0,0,0,1,1,0,0.00%,0.00%,0,0,0,0,0,0,5.7,0.13,4.5,0.1,224,5.21,2.00%,0.00%,0.00%,0.00%,,, ,1,0,4,1,4,1,0,1,4,0,12.2,100,0,0,84.2,87.5,-6.7
Andrew,Cogliano,ANA,LW/C,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,7.5,0.09,7.6,0.09,379.5,4.63,2.00%,0.00%,0.00%,0.00%,0,4,0.00%,0,0,3,1,3,1,0,3,4,1,-7.4,80,0,1,56.4,94.1,2.2
Carlo,Colaiacovo,PHI,D,33,0,2,2,0,1,1,5.2,3,1,2,0.00%,0.00%,10,0,1,1,0,2,23.1,0.7,21.7,0.66,128.3,3.89,14.40%,0.00%,100.00%,100.00%,,, ,2,0,18,1,18,1,0,13,22,2,7.4,91.7,0,0,127.5,88.2,-6
Joe,Colborne,CGY,C,64,1,4,5,1,1,3,3.2,8,7,5,12.50%,5.00%,10,0,7,5,4,1,92.9,1.45,88.1,1.38,240.7,3.76,26.80%,16.70%,66.70%,83.30%,21,17,55.30%,6,1,55,15,55,15,4,42,62,13,-4.8,82.7,1,0,79.5,92.2,-1.3
Erik,Cole,DET,LW,68,3,6,9,3,5,1,4.3,14,5,11,21.40%,10.00%,38,0,5,5,0,1,124.7,1.83,117.8,1.73,253.8,3.73,31.70%,27.30%,54.50%,81.80%,1,3,25.00%,11,4,72,13,72,13,5,48,88,18,3,83,1,1,80.9,82.4,-13.3
Ian,Cole,PIT,D,74,0,1,1,0,0,1,1.5,6,4,4,0.00%,0.00%,0,2,0,4,0,0,38.9,0.53,37.3,0.5,333.8,4.51,10.10%,0.00%,50.00%,50.00%,,, ,2,1,32,7,32,7,3,14,31,5,-0.2,86.1,0,0,95.6,85.3,-8.4
Sean,Collins,CBJ,C,8,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.5,0.06,0.6,0.08,39,4.88,1.60%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,-94.9
Blake,Comeau,PIT,LW,61,0,1,1,0,1,0,1,11,3,7,0.00%,0.00%,23,1,5,4,0,0,57.9,0.95,52,0.85,269.4,4.42,16.20%,0.00%,50.00%,50.00%,3,0,100.00%,2,2,43,8,43,8,4,28,38,7,-3.9,84.4,2,0,97.4,80,-14.2
Cory,Conacher,NYI,C/LW,15,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,1,1,0,0,11.5,0.77,9.7,0.65,77,5.13,11.20%,0.00%,0.00%,0.00%,0,0, ,0,0,9,0,9,0,0,1,6,0,5.3,100,0,0,99.3,81.8,-14.7
Erik,Condra,OTT,RW,68,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,7.1,0.1,5.2,0.08,367.5,5.4,1.40%,0.00%,0.00%,0.00%,0,0, ,0,0,2,0,2,0,0,3,3,0,13.2,100,1,0,59.3,100,7.8
Kevin,Connauton,CBJ,D,62,0,3,3,0,2,1,1.8,20,8,12,0.00%,0.00%,16,0,2,2,2,0,102.2,1.65,99.4,1.6,199.9,3.22,33.20%,0.00%,30.00%,30.00%,,, ,10,1,70,20,70,20,0,36,76,17,-2.6,81.7,0,1,85.1,95.3,3.6
Chris,Conner,WSH,RW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,3.8,1.9,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Brett,Connolly,BOS,RW,55,2,1,3,2,0,1,1.7,11,7,4,18.20%,9.10%,0,0,5,4,2,0,108.6,1.97,102.6,1.87,201,3.65,33.80%,16.70%,8.30%,25.00%,5,6,45.50%,12,0,52,9,52,9,3,39,81,8,11.1,91,4,1,74,94.3,-0.5
Matt,Cooke,MIN,LW,29,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.9,0.07,2.4,0.08,171.9,5.93,1.40%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,5.2
Andrew,Copp,WPG,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.6,0.57,0,0,6.1,6.14,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Patrice,Cormier,WPG,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,6.8,6.75,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Frank,Corrado,VAN,D,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,3.5,0.35,1.2,0.12,46.6,4.66,2.60%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,0,0,0,,,0,0,34.8,,
Nick,Cousins,PHI,C,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.9,0.17,2.1,0.19,49.7,4.52,4.00%,0.00%,0.00%,0.00%,0,0, ,0,0,2,0,2,0,0,1,0,0,,,0,0,156.5,,
Logan,Couture,SJS,C,82,6,18,24,6,7,11,5.5,60,36,27,10.00%,4.90%,53,0,0,8,15,7,263.6,3.21,269.2,3.28,153.5,1.87,63.70%,14.60%,43.90%,58.50%,19,11,63.30%,41,2,268,36,268,36,13,145,306,33,12.7,90.3,2,1,144.5,93.5,13.3
Sean,Couturier,PHI,C,82,1,5,6,1,2,3,2.8,14,5,11,7.10%,3.30%,15,0,2,4,1,1,128.7,1.57,118.1,1.44,292.9,3.57,28.70%,9.10%,45.50%,54.50%,47,41,53.40%,11,3,74,21,74,21,1,48,85,19,-7.2,81.7,0,1,75.1,84.3,-11.9
Jared,Cowen,OTT,D,54,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5.7,0.11,4.2,0.08,299,5.54,1.40%,0.00%,0.00%,0.00%,,, ,0,0,1,2,1,2,0,1,1,2,-51.5,33.3,0,0,-10.5,100,6.1
Charlie,Coyle,MIN,C,82,1,2,3,1,1,1,1.7,16,3,4,6.30%,4.30%,11,0,2,6,2,0,104.6,1.28,102,1.24,316,3.85,24.40%,12.50%,25.00%,37.50%,15,28,34.90%,8,2,79,11,79,11,1,36,84,13,-2.9,86.6,1,0,101.5,90.4,-6.1
Adam,Cracknell,CBJ,RW,17,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.3,0.08,1.6,0.1,87.2,5.13,1.80%,0.00%,0.00%,0.00%,1,0,100.00%,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,3.7
Ryan,Craig,CBJ,C,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,3,1.52,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
B.J.,Crombeen,ARI,RW,58,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.6,0.03,2.2,0.04,267.3,4.61,0.80%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,1,0,15.1,100,1,0,38.3,66.7,-26.5
Sidney,Crosby,PIT,C,77,10,21,31,10,10,11,6.7,55,15,18,18.20%,11.40%,72,0,3,18,14,3,278.1,3.61,273,3.55,119.1,1.55,69.60%,24.40%,51.20%,75.60%,176,159,52.50%,41,9,254,31,254,31,5,97,284,35,5.1,89,1,2,123,96.6,19.1
Matt,Cullen,NSH,C,62,0,4,4,0,1,3,7.8,3,3,2,0.00%,0.00%,4,0,0,1,1,1,30.7,0.49,31.3,0.5,287.5,4.64,9.80%,0.00%,57.10%,57.10%,5,5,50.00%,7,1,21,1,21,1,1,15,22,3,-2.8,88,0,1,117.4,90.3,-2.9
Kyle,Cumiskey,CHI,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.7,0.25,0.7,0.1,38.9,5.55,1.70%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Craig,Cunningham,ARI,LW/RW,51,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.9,0.06,5.2,0.1,201.8,3.96,2.50%,0.00%,0.00%,0.00%,2,2,50.00%,0,0,1,1,1,1,0,0,1,1,-37.1,50,0,0,0,75,-21.6
Jerry,D'Amigo,BUF,RW,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.03,0.8,0.09,37.9,4.21,2.10%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Klas,Dahlbeck,ARI,D,23,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.1,0,0.4,0.02,91.4,3.97,0.40%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,3.8
Trevor,Daley,DAL,D,68,6,6,12,6,4,2,3.9,32,9,21,18.80%,9.70%,27,5,0,7,4,3,186.9,2.75,178.2,2.62,195,2.87,47.80%,27.30%,27.30%,54.50%,,, ,22,3,124,29,124,29,8,81,147,37,-1.2,79.9,3,0,90.6,93.7,3.8
Zac,Dalpe,BUF,C,21,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.3,0.06,0.5,0.03,94.3,4.49,0.60%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,,
Phillip,Danault,CHI,C/LW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,0,2.4,1.18,2.5,1.27,16.9,8.45,13.10%,0.00%,0.00%,0.00%,0,1,0.00%,0,0,1,1,1,1,0,1,0,1,-100,0,0,0,25.4,50,-50
Marko,Dano,CBJ,C,35,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,1,0,1,0,7.5,0.21,6.4,0.18,155.6,4.44,4.00%,0.00%,0.00%,0.00%,0,0, ,0,0,3,0,3,0,0,0,3,1,-13.5,75,0,0,48,80,-12.9
Pavel,Datsyuk,DET,C,63,8,16,24,8,8,8,8,40,17,17,20.00%,10.80%,45,3,0,5,6,3,180.9,2.87,182.6,2.9,156.1,2.48,53.90%,25.00%,50.00%,75.00%,117,91,56.30%,32,3,147,25,147,25,4,77,195,24,-0.3,89,0,1,114.8,94.3,2.3
Brandon,Davidson,EDM,D,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.5,0.04,0,0,35.7,2.98,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Calvin,de Haan,NYI,D,65,0,1,1,0,0,0,4.9,0,1,1,0.00%,0.00%,0,0,0,1,0,0,12.4,0.19,11.6,0.18,335.8,5.17,3.30%,0.00%,0.00%,0.00%,,, ,1,0,8,1,8,1,1,4,8,2,-9.7,80,0,0,87.3,93.8,-2.1
Jacob,De La Rose,MTL,LW,33,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,6.1,0.18,4.6,0.14,155.5,4.71,2.90%,0.00%,0.00%,0.00%,1,1,50.00%,0,0,3,0,3,0,1,2,4,1,-1,80,0,0,69.2,100,6.4
