First Name,Last Name,End Team,Pos,GP,PPG,PPA,PPP,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPGive,PPTake,PPTOI,PPTOI/G,54TOI,54TOI/G,54TOF,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,TmPPSCF,TmPPSCA,PPSC%,PPRelSC%,PPPenT,PPPenD,PPCorsi,PPOZ%,PPRelOZ%
Ryan,Garbutt,DAL,LW/RW/C,67,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,1,0,0,7.3,0.11,5.4,0.08,372.3,5.56,1.40%,0.00%,0.00%,0.00%,0,1,0.00%,0,0,3,2,3,2,0,0,7,2,-3.5,77.8,3,0,16.4,100,7.7
Jake,Gardiner,TOR,D,79,0,8,8,0,1,7,2.4,19,6,18,0.00%,0.00%,12,2,2,4,7,2,197.5,2.5,185.1,2.34,257.1,3.25,41.90%,0.00%,66.70%,66.70%,,, ,12,8,127,33,127,33,7,61,145,29,-0.7,83.3,0,0,74.8,90.8,-3.4
Jason,Garrison,TBL,D,70,1,10,11,1,3,5,5.6,16,7,12,6.30%,2.90%,17,2,2,0,2,4,117.2,1.67,114.1,1.63,264.2,3.77,30.20%,7.10%,57.10%,64.30%,,, ,14,2,67,14,67,14,5,39,75,16,-3.6,82.4,0,0,77.8,91.2,-4.4
Tyler,Gaudet,ARI,C,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,8.7,4.37,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Johnny,Gaudreau,CGY,LW,80,8,13,21,7,8,3,5.6,33,9,10,24.20%,15.40%,54,0,1,5,24,3,224.3,2.8,223.1,2.79,192.9,2.41,53.60%,24.10%,37.90%,62.10%,0,1,0.00%,29,1,168,28,168,28,11,106,188,32,-3.7,85.5,0,1,107.8,95.7,4.4
Paul,Gaustad,NSH,C,73,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,6.6,0.09,5.9,0.08,388.5,5.32,1.50%,0.00%,0.00%,0.00%,7,10,41.20%,0,0,2,0,2,0,0,3,2,0,12.1,100,1,0,63.8,62.5,-32.4
Luke,Gazdic,EDM,LW,40,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.6,0.02,0.5,0.01,141.9,3.55,0.30%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,0,0,,,0,0,60,50,-45.7
Eric,Gelinas,NJD,D,61,3,6,9,3,6,0,4,27,12,16,11.10%,5.50%,42,0,2,10,7,0,135.6,2.22,131.1,2.15,140.6,2.3,48.30%,21.40%,42.90%,64.30%,,, ,14,3,83,22,83,22,2,41,92,17,2.5,84.4,1,0,76.1,93.3,3
Nathan,Gerbe,CAR,LW/C,78,2,6,8,2,2,4,4,17,6,1,11.80%,8.30%,16,0,3,4,4,0,118.7,1.52,116.8,1.5,258.1,3.31,31.20%,16.70%,50.00%,66.70%,1,0,100.00%,12,2,81,7,81,7,4,45,101,10,2.9,91,0,1,100.6,93.4,-0.1
Ryan,Getzlaf,ANA,C,77,3,10,13,3,7,3,3.3,44,13,22,6.80%,3.80%,72,0,0,19,12,3,234,3.04,227.3,2.95,140.3,1.82,61.80%,14.30%,47.60%,61.90%,56,61,47.90%,21,6,195,27,195,27,2,114,207,26,5.7,88.8,5,0,118.7,91.8,-0.2
Brian,Gibbons,CBJ,C,25,0,1,1,0,0,1,3.6,1,1,0,0.00%,0.00%,0,0,0,0,1,0,16.5,0.66,15.9,0.64,118,4.72,11.90%,0.00%,33.30%,33.30%,0,0, ,3,0,9,1,9,1,0,4,10,0,7.9,100,0,0,83.9,95,-1.6
Tom,Gilbert,MTL,D,72,0,0,0,0,0,0,0,8,2,5,0.00%,0.00%,0,0,0,1,1,2,55.6,0.77,52.6,0.73,293.6,4.08,15.20%,0.00%,0.00%,0.00%,,, ,1,0,39,10,39,10,0,20,35,7,-1.8,83.3,0,0,85.3,88.9,-4.4
Brian,Gionta,BUF,RW,69,3,6,9,3,1,5,3.8,24,7,5,12.50%,8.30%,8,1,0,5,1,0,142.7,2.07,135.4,1.96,178.8,2.59,43.10%,25.00%,50.00%,75.00%,18,16,52.90%,12,4,84,25,84,25,7,49,101,26,-2.5,79.5,1,0,70.6,93.2,5.7
Stephen,Gionta,NJD,C/RW,61,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5.5,0.09,5,0.08,262.1,4.3,1.90%,0.00%,0.00%,0.00%,4,2,66.70%,0,1,1,2,1,2,0,0,1,1,-36.9,50,0,0,-32.5,83.3,-9.5
Mark,Giordano,CGY,D,61,2,12,14,2,6,6,4.3,47,18,35,4.30%,2.00%,60,6,1,5,4,2,193.5,3.17,190.4,3.12,142.6,2.34,57.20%,12.50%,75.00%,87.50%,,, ,16,1,145,26,145,26,8,94,160,23,1.8,87.4,1,0,105.1,93.4,0.1
Dan,Girardi,NYR,D,82,1,2,3,1,1,1,1.5,29,9,13,3.40%,2.00%,10,2,3,7,5,0,121.2,1.48,116.7,1.42,271.1,3.31,30.10%,8.30%,16.70%,25.00%,,, ,12,0,103,20,103,20,9,44,88,17,-4.8,83.8,0,0,105.5,86.6,-7.3
Zemgus,Girgensons,BUF,C,61,1,3,4,0,1,2,1.9,7,7,4,14.30%,5.60%,10,2,1,14,0,0,125.8,2.06,114.7,1.88,163.5,2.68,41.20%,0.00%,33.30%,33.30%,53,62,46.10%,9,0,79,16,79,16,6,31,98,12,16.5,89.1,1,1,76.3,92.9,8.5
Claude,Giroux,PHI,C/RW,81,14,23,37,13,7,15,8.3,62,15,42,22.60%,11.80%,43,0,5,11,7,0,267.6,3.3,270.4,3.34,137.4,1.7,66.30%,27.10%,45.80%,72.90%,192,132,59.30%,48,3,246,43,246,43,7,155,312,36,9.5,89.7,1,3,134.3,96.6,11.5
Tanner,Glass,NYR,LW,66,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.8,0.03,2.5,0.04,306.2,4.64,0.80%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,1,3,0,12.9,100,1,0,102.9,33.3,-59.1
Tim,Gleason,WSH,D,72,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2,0.03,2.8,0.04,310.7,4.32,0.90%,0.00%,0.00%,0.00%,,, ,0,0,2,0,2,0,0,0,3,0,13.9,100,1,0,123.1,100,6.9
Curtis,Glencross,WSH,LW,71,4,7,11,4,4,2,4.9,16,8,4,25.00%,14.30%,27,0,5,2,5,0,136,1.92,128,1.8,218.5,3.08,36.90%,25.00%,37.50%,62.50%,2,2,50.00%,16,1,90,21,90,21,6,55,103,14,3.8,88,3,1,89.1,90.5,-4
Luke,Glendening,DET,C,82,1,0,1,0,0,0,5,3,1,0,33.30%,25.00%,0,1,0,1,1,0,11.9,0.14,9.7,0.12,452.7,5.52,2.10%,0.00%,0.00%,0.00%,10,7,58.80%,0,0,4,2,4,2,1,2,4,2,-22,66.7,0,1,25.2,72.2,-22.4
Marcel,Goc,STL,C,74,0,0,0,0,0,0,0,2,2,0,0.00%,0.00%,0,0,2,2,1,1,20.9,0.28,20.6,0.28,324,4.38,6.00%,0.00%,0.00%,0.00%,14,6,70.00%,1,1,16,2,16,2,1,7,12,3,-6.2,80,0,0,97.8,76.5,-15.7
Alex,Goligoski,DAL,D,81,0,8,8,0,5,3,2.8,14,7,16,0.00%,0.00%,38,1,1,3,10,3,169.5,2.09,158.6,1.96,302.8,3.74,34.40%,0.00%,53.30%,53.30%,,, ,15,2,98,22,98,22,3,71,115,25,0.8,82.1,1,0,82.5,90.7,-2.4
Cody,Goloubef,CBJ,D,36,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,1.9,0.05,1.4,0.04,151.9,4.22,0.90%,0.00%,0.00%,0.00%,,, ,0,1,2,0,2,0,0,0,2,1,-18.6,66.7,0,0,95.6,66.7,-24.7
Scott,Gomez,NJD,C,58,0,14,14,0,5,9,7.6,5,2,5,0.00%,0.00%,23,0,1,2,5,0,110.3,1.9,105.4,1.82,121.1,2.09,46.50%,0.00%,82.40%,82.40%,50,52,49.00%,17,3,62,20,62,20,5,31,74,19,-5.2,79.6,0,1,67.4,87.8,-3.5
Sergei,Gonchar,MTL,D,48,0,4,4,0,2,2,2.5,17,8,7,0.00%,0.00%,22,8,2,3,2,1,97.5,2.03,98.6,2.06,150.5,3.14,39.60%,0.00%,50.00%,50.00%,,, ,8,0,78,17,78,17,9,32,66,13,-1.4,83.5,0,0,94.2,88,-6.9
Barclay,Goodrow,SJS,RW/C,60,0,0,0,0,0,0,0,1,2,2,0.00%,0.00%,0,0,0,0,1,0,16.3,0.27,16,0.27,282.2,4.7,5.40%,0.00%,0.00%,0.00%,0,0, ,1,0,9,3,9,3,2,9,13,2,-1.4,86.7,0,0,73.8,92.3,2.8
Boyd,Gordon,EDM,C,68,1,0,1,1,0,0,1.7,5,3,0,20.00%,12.50%,0,0,0,2,0,0,34.6,0.51,36.8,0.54,296.7,4.36,11.00%,25.00%,0.00%,25.00%,35,38,47.90%,4,0,37,2,37,2,0,19,36,1,11.3,97.3,0,0,161.4,98.7,5
Josh,Gorges,BUF,D,46,0,0,0,0,0,0,0,3,1,1,0.00%,0.00%,0,0,1,0,0,0,44.7,0.97,42.2,0.92,166,3.61,20.30%,0.00%,0.00%,0.00%,,, ,2,3,29,6,29,6,2,8,23,5,3.3,82.1,0,1,68.4,72.7,-18.1
Brandon,Gormley,ARI,D,27,1,0,1,1,0,0,4.1,2,0,2,50.00%,25.00%,0,1,1,2,1,0,14.7,0.54,15.8,0.59,108.6,4.02,12.70%,50.00%,0.00%,50.00%,,, ,2,0,10,3,10,3,2,6,11,3,-4.8,78.6,0,0,81.6,77.8,-15.1
Shayne,Gostisbehere,PHI,D,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,1,4.3,2.17,3.1,1.53,9.3,4.64,24.80%,0.00%,0.00%,0.00%,,, ,0,0,0,1,0,1,0,1,0,1,-81.8,0,0,0,-13.8,,
Michael,Grabner,NYI,RW,34,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.2,0.04,2.3,0.07,168.3,4.95,1.30%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,1,0,1,1,-39.1,50,0,0,50,100,3.3
Mikhail,Grabovski,NYI,C,51,0,1,1,0,0,1,0.8,7,2,1,0.00%,0.00%,0,0,0,7,2,2,71.9,1.41,63.2,1.24,210,4.12,23.10%,0.00%,50.00%,50.00%,10,5,66.70%,2,0,43,8,43,8,1,23,49,9,-8.9,84.5,0,0,78.4,89.1,-8.6
Petter,Granberg,TOR,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,38.5,5.5,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Markus,Granlund,CGY,C,48,1,1,2,1,0,1,4.8,2,1,2,50.00%,20.00%,0,0,0,4,0,0,24.8,0.52,23.4,0.49,227.7,4.74,9.30%,33.30%,33.30%,66.70%,10,10,50.00%,3,0,25,1,25,1,1,9,23,1,7.5,95.8,2,0,142.8,91.3,-3.6
Mikael,Granlund,MIN,C,68,0,8,8,0,5,2,3.3,16,4,9,0.00%,0.00%,53,0,0,10,4,0,146.9,2.16,134.6,1.98,199.6,2.93,40.30%,0.00%,58.30%,58.30%,39,40,49.40%,12,0,114,18,114,18,4,53,113,17,-1.2,86.9,0,0,103.3,91.7,-5.9
Tyler,Graovac,MIN,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,14.3,4.75,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Mike,Green,WSH,D,72,1,16,17,1,11,5,5.1,34,15,17,2.90%,1.50%,68,3,1,5,4,5,198.8,2.76,196,2.72,135.7,1.88,59.10%,3.00%,48.50%,51.50%,,, ,33,1,170,28,170,28,4,78,178,20,4.5,89.9,1,0,117.7,96.8,1.5
Andy,Greene,NJD,D,82,0,1,1,0,1,0,1.4,2,4,2,0.00%,0.00%,8,0,0,0,2,0,42.4,0.52,41.3,0.5,303,3.69,12.00%,0.00%,33.30%,33.30%,,, ,3,0,20,5,20,5,2,8,23,7,-9.9,76.7,0,0,55.2,82.5,-11.3
Matt,Greene,LAK,D,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5.8,0.07,4.3,0.05,394.1,4.81,1.10%,0.00%,0.00%,0.00%,,, ,0,0,4,1,4,1,0,0,1,2,-51.7,33.3,1,0,62.6,87.5,-6.7
Colin,Greening,OTT,LW/C,26,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.5,0.06,1.6,0.06,145.1,5.58,1.10%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,66.7,-25.4
Seth,Griffith,BOS,C,30,1,2,3,1,0,2,3.4,5,2,2,20.00%,11.10%,0,0,0,2,0,1,52.8,1.76,47,1.57,65.8,2.19,41.70%,20.00%,40.00%,60.00%,0,1,0.00%,5,0,30,8,30,8,1,23,36,6,-8,85.7,0,0,80.7,97.4,1.6
Mikhail,Grigorenko,BUF,C,25,1,1,2,1,0,1,4.5,5,1,1,20.00%,14.30%,0,0,0,1,3,0,26.9,1.08,27.5,1.1,84,3.36,24.60%,50.00%,50.00%,100.00%,16,7,69.60%,2,2,27,3,27,3,1,10,19,6,-13.3,76,0,0,127,87.5,-8.6
Rocco,Grimaldi,FLA,C,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,2.6,0.38,3.1,0.44,39.3,5.62,7.20%,0.00%,0.00%,0.00%,1,0,100.00%,0,0,1,0,1,0,0,0,0,0,,,0,0,45.6,100,8.3
Nicklas,Grossmann,PHI,D,68,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,0,2,0.03,1.5,0.02,341.5,5.02,0.40%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,1,0,0,0,,,0,0,-29.8,100,7.3
Eric,Gryba,OTT,D,75,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,0,2.4,0.03,1.7,0.02,428.1,5.71,0.40%,0.00%,0.00%,0.00%,,, ,0,0,2,0,2,0,0,1,1,0,14.5,100,1,0,125,66.7,-26.6
Radko,Gudas,TBL,D,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.2,0.07,1.6,0.05,175,5.65,0.90%,0.00%,0.00%,0.00%,,, ,0,0,2,1,2,1,0,1,2,2,-40.9,50,0,0,83.7,100,4.8
Erik,Gudbranson,FLA,D,76,0,4,4,0,1,3,3.6,13,10,5,0.00%,0.00%,7,0,2,3,0,0,67.2,0.88,60,0.79,310.9,4.09,16.20%,0.00%,57.10%,57.10%,,, ,7,1,45,7,45,7,3,23,35,10,-9.3,77.8,1,0,91.1,87.5,-4.8
Nate,Guenin,COL,D,76,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.6,0.03,3.1,0.04,356.6,4.69,0.90%,0.00%,0.00%,0.00%,,, ,0,0,5,1,5,1,0,1,2,1,-18.6,66.7,0,0,211.8,75,-19.2
Carl,Gunnarsson,STL,D,61,0,1,1,0,0,1,3.4,7,0,1,0.00%,0.00%,0,0,1,0,0,1,17.8,0.29,15.7,0.26,286.5,4.7,5.20%,0.00%,50.00%,50.00%,,, ,2,0,14,2,14,2,0,3,12,1,6.8,92.3,0,0,97.6,76.9,-16
Carl,Hagelin,NYR,LW,82,1,0,1,1,0,0,8.3,1,1,0,100.00%,50.00%,0,0,0,0,0,0,7.2,0.09,7.7,0.09,380.2,4.64,2.00%,100.00%,0.00%,100.00%,0,0, ,1,0,3,1,3,1,2,1,5,2,-16,71.4,1,0,33.2,66.7,-25.8
Ron,Hainsey,CAR,D,81,0,1,1,0,1,0,2.8,3,0,0,0.00%,0.00%,7,0,1,0,0,0,21.8,0.27,20.9,0.26,366.5,4.52,5.40%,0.00%,50.00%,50.00%,,, ,2,0,12,4,12,4,1,6,13,3,-7.7,81.3,0,0,63.3,76.9,-17.1
Micheal,Haley,SJS,C,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,32.1,8.03,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Matt,Halischuk,WPG,RW,47,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5.4,0.11,5.4,0.12,257.5,5.48,2.10%,0.00%,0.00%,0.00%,0,0, ,1,0,2,0,2,0,0,2,1,0,12.1,100,0,0,78.5,100,10.3
Taylor,Hall,EDM,LW,53,3,3,6,3,3,0,2.7,40,11,27,7.50%,3.80%,34,1,6,4,7,5,132.7,2.5,132.4,2.5,103.5,1.95,56.10%,27.30%,27.30%,54.50%,0,3,0.00%,11,3,112,10,112,10,3,67,120,12,2.2,90.9,2,1,124.8,98,3
Dan,Hamhuis,VAN,D,59,1,2,3,1,2,0,1.7,10,2,12,10.00%,4.20%,24,1,4,5,3,0,103.7,1.76,91.4,1.55,192.3,3.26,32.20%,14.30%,28.60%,42.90%,,, ,7,0,76,19,76,19,3,41,75,18,-10.2,80.7,0,0,92,87,-9.4
Curtis,Hamilton,EDM,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.3,0.3,0.28,3.7,3.7,7.00%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,1,1,0,50,100,0,0,180,100,0
Dougie,Hamilton,BOS,D,72,5,10,15,5,3,6,5,49,34,29,10.20%,4.50%,29,2,4,1,4,1,180.4,2.51,179,2.49,140.5,1.95,56.00%,26.30%,47.40%,73.70%,,, ,19,0,164,12,164,12,3,98,189,13,12.8,93.6,0,1,139.1,97.6,4.2
Freddie,Hamilton,COL,C,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.8,0.15,2.8,0.15,73.1,4.06,3.60%,0.00%,0.00%,0.00%,1,2,33.30%,1,0,2,1,2,1,0,0,2,1,-17.3,66.7,0,0,65.5,50,-43
Ryan,Hamilton,EDM,LW,16,1,0,1,1,0,0,3.6,1,0,0,100.00%,100.00%,0,0,2,1,0,0,16.9,1.06,15.2,0.95,59.4,3.71,20.40%,100.00%,0.00%,100.00%,0,1,0.00%,1,1,12,1,12,1,2,6,8,3,-12.8,72.7,1,0,92.4,94.4,-1.9
Travis,Hamonic,NYI,D,71,1,7,8,1,3,3,5.7,20,5,15,5.00%,2.50%,28,0,0,2,8,2,84.6,1.19,78.8,1.11,285.7,4.02,21.60%,11.10%,66.70%,77.80%,,, ,9,0,76,10,76,10,0,30,75,5,6.5,93.8,1,1,121.3,89.3,-8.3
Scott,Hannan,SJS,D,58,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,0,2.3,0.04,5.8,0.1,300.4,5.18,1.90%,0.00%,0.00%,0.00%,,, ,0,0,2,2,2,2,1,0,2,3,-47.2,40,0,0,-26.3,66.7,-23.8
Jannik,Hansen,VAN,RW,81,0,0,0,0,0,0,0,7,2,1,0.00%,0.00%,0,0,3,0,0,0,36.3,0.45,34.8,0.43,339.6,4.19,9.30%,0.00%,0.00%,0.00%,0,0, ,2,0,26,7,26,7,2,18,33,5,1.6,86.8,0,0,92.6,87,-6.3
Martin,Hanzal,ARI,C,37,1,3,4,1,2,1,3.1,19,7,1,5.30%,3.70%,20,0,2,2,1,1,77.6,2.1,77.3,2.09,103.3,2.79,42.80%,12.50%,37.50%,50.00%,30,21,58.80%,8,1,73,15,73,15,5,44,78,16,-0.2,83,2,0,125.3,86.2,-7.9
Scott,Harrington,PIT,D,10,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,0,1,0,4.3,0.43,3.8,0.38,48.3,4.83,7.20%,0.00%,0.00%,0.00%,,, ,0,0,0,1,0,1,0,1,1,0,2,100,0,0,-14,50,-46.2
Jay,Harrison,WPG,D,55,1,1,2,1,0,1,4,7,5,0,14.30%,8.30%,0,0,2,0,0,1,30,0.55,29.5,0.54,262.2,4.77,10.10%,33.30%,33.30%,66.70%,,, ,3,0,28,3,28,3,1,5,26,3,-0.1,89.7,2,0,114,84.2,-7.3
Peter,Harrold,NJD,D,43,0,0,0,0,0,0,0,2,1,2,0.00%,0.00%,0,0,1,0,1,0,12.4,0.29,13,0.3,160.6,3.73,7.50%,0.00%,0.00%,0.00%,,, ,1,1,5,3,5,3,0,3,7,4,-24.3,63.6,0,0,33.8,81.3,-11.7
Ryan,Hartman,CHI,RW,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.2,0.04,0,0.01,28.2,5.65,0.10%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Scott,Hartnell,CBJ,LW,77,8,8,16,8,3,5,4.7,37,10,5,21.60%,15.40%,17,1,10,4,5,3,205,2.66,195.4,2.54,178.2,2.31,52.30%,27.60%,27.60%,55.20%,0,1,0.00%,29,3,140,29,140,29,6,84,157,28,-6.4,84.9,5,0,95.4,94.7,5.7
Erik,Haula,MIN,C/LW,72,1,0,1,1,0,0,10.7,1,0,0,100.00%,100.00%,0,0,0,0,0,0,5.6,0.08,4.3,0.06,376.5,5.23,1.10%,100.00%,0.00%,100.00%,2,3,40.00%,1,0,4,1,4,1,0,1,2,0,10.6,100,1,0,86,100,5
Martin,Havlat,NJD,LW/RW,40,3,3,6,3,2,1,5.6,7,3,1,42.90%,27.30%,13,0,0,4,0,2,64.6,1.61,61.3,1.53,105.6,2.64,36.70%,42.90%,42.90%,85.70%,0,0, ,7,1,37,13,37,13,0,16,45,6,-7,88.2,0,0,65,97.9,6.5
Eriah,Hayes,SJS,RW,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,0,0.4,0.09,0.4,0.1,24.3,6.06,1.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,1,0,0,0,,,0,0,-60,0,-95.8
Jimmy,Hayes,FLA,RW,72,4,7,11,4,5,2,4.6,20,7,3,20.00%,13.30%,34,0,1,7,3,0,143.5,1.99,133.3,1.85,208,2.89,39.10%,22.20%,38.90%,61.10%,1,0,100.00%,18,4,106,17,106,17,3,43,98,17,2.4,85.2,4,0,97,89.9,-2.2
Kevin,Hayes,NYR,RW,79,1,4,5,1,2,2,6.2,7,2,2,14.30%,9.10%,16,0,0,1,3,0,48.1,0.61,47.4,0.6,328.2,4.15,12.60%,16.70%,66.70%,83.30%,9,17,34.60%,6,0,42,6,42,6,1,14,38,2,9.2,95,1,0,113.4,92.7,0.2
Dany,Heatley,ANA,LW,6,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,1,0,0,5.7,0.95,6,1.01,11,1.84,35.40%,0.00%,0.00%,0.00%,0,0, ,0,0,6,0,6,0,0,2,3,0,9.1,100,0,0,147.4,83.3,-6.7
Victor,Hedman,TBL,D,59,3,8,11,3,2,6,4.5,22,10,9,13.60%,7.30%,17,4,0,6,5,3,148.1,2.51,146.6,2.48,196.1,3.32,42.80%,25.00%,66.70%,91.70%,,, ,12,2,91,17,91,17,4,56,103,19,-0.4,84.4,1,0,85.1,94.8,0.8
Jan,Hejda,COL,D,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,7.7,0.09,7.4,0.09,384.7,4.75,1.90%,0.00%,0.00%,0.00%,,, ,0,0,1,2,1,2,0,7,2,2,-35.9,50,0,0,39,88.9,-4.3
Seth,Helgeson,NJD,D,22,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.1,0.01,0.3,0.01,94.9,4.32,0.30%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,0,1,0,8.9,100,1,0,120,100,6
Darren,Helm,DET,C,75,3,4,7,3,1,3,3.8,15,1,1,20.00%,17.60%,5,0,3,7,3,0,109.8,1.46,105.2,1.4,318.6,4.25,24.80%,15.80%,21.10%,36.80%,10,7,58.80%,19,1,85,13,85,13,4,48,88,18,-7.2,83,1,0,112.6,95,1.9
Ales,Hemsky,DAL,RW,76,1,7,8,1,4,3,3.2,12,6,12,8.30%,3.30%,30,1,2,12,6,5,150.1,1.97,142,1.87,289,3.8,32.90%,9.10%,63.60%,72.70%,0,0, ,11,2,72,18,72,18,5,61,90,24,-3.3,79,2,0,69.2,82.8,-12.3
Matt,Hendricks,EDM,LW/C,71,0,1,1,0,1,0,3.3,2,0,0,0.00%,0.00%,5,0,2,1,0,0,18.3,0.26,16.5,0.23,319.8,4.5,4.90%,0.00%,25.00%,25.00%,1,0,100.00%,4,0,14,3,14,3,0,4,15,2,0.5,88.2,0,0,98.3,93.3,-2.5
Adam,Henrique,NJD,C,75,5,11,16,5,6,5,7.4,15,9,5,33.30%,17.20%,25,1,2,4,5,0,129.6,1.73,126.7,1.69,179.7,2.4,41.30%,23.80%,52.40%,76.20%,32,21,60.40%,21,2,67,19,67,19,2,42,91,19,-3.5,82.7,1,0,71.7,88.2,-6
Tomas,Hertl,SJS,C/LW,82,3,3,6,3,0,2,3,16,6,10,18.80%,9.40%,0,1,1,5,9,0,121.3,1.48,119.1,1.45,303.6,3.7,28.20%,33.30%,22.20%,55.60%,15,10,60.00%,9,2,81,22,81,22,6,61,83,22,-9.8,79.1,0,0,89,81.1,-11.1
Thomas,Hickey,NYI,D,81,0,0,0,0,0,0,0,2,0,1,0.00%,0.00%,0,1,0,0,0,0,17.5,0.22,14.9,0.18,407.2,5.03,3.50%,0.00%,0.00%,0.00%,,, ,0,0,7,1,7,1,2,7,7,2,-12.7,77.8,0,0,58.3,84.2,-12.6
Chris,Higgins,VAN,LW,77,3,2,5,3,2,0,2.3,30,12,4,10.00%,6.50%,32,1,2,5,3,0,131.2,1.7,119.2,1.55,233.9,3.04,33.80%,50.00%,33.30%,83.30%,0,1,0.00%,6,0,90,23,90,23,4,44,88,23,-10.3,79.3,0,0,82.3,85.7,-9.2
Jack,Hillen,CAR,D,38,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.1,0.03,1.6,0.04,179.5,4.72,0.90%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,5.1
Joey,Hishon,COL,C,13,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,0,0,0,2,0,1,12.6,0.97,11.7,0.9,39.7,3.05,22.80%,0.00%,0.00%,0.00%,0,0, ,2,0,6,3,6,3,0,6,8,2,-1.5,80,0,0,66.8,83.3,-9.4
Niklas,Hjalmarsson,CHI,D,82,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,0,0,11.7,0.14,12.9,0.16,423.5,5.16,3.00%,0.00%,0.00%,0.00%,,, ,0,0,3,3,3,3,0,3,1,1,-37,50,0,0,15.4,94.1,-2.4
