First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,SHBlkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Brent,Seabrook,CHI,D,82,0,1,1,0,0,1,0,2,1,1,0.00%,0.00%,27,11,5,8,3,149.1,1.82,143.7,1.75,204.8,2.5,41.20%,,, ,1,16,22,120,7,43,69,6,24,111,17.80%,4.81,0,2,-88.5,11.5,6.5
Daniel,Sedin,VAN,LW,82,0,0,0,0,0,0,0,7,2,1,0.00%,0.00%,1,1,2,1,2,60.1,0.73,52.3,0.64,390,4.76,11.80%,0,0, ,0,4,14,35,4,15,12,3,15,26,36.60%,22.68,1,0,-51.7,5.6,1
Henrik,Sedin,VAN,C,82,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,3,2,1,0,3,67.1,0.82,61.7,0.75,380.5,4.64,14.00%,23,52,30.70%,0,4,16,44,3,24,15,3,15,40,27.30%,12.83,3,0,-63.2,6.7,2.3
Tyler,Seguin,DAL,C,71,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,4,0.06,3.6,0.05,366.2,5.16,1.00%,2,2,50.00%,0,0,4,3,1,0,2,0,1,3,25.00%,8.51,0,0,0,16.7,9.3
Dennis,Seidenberg,BOS,D,82,0,0,0,0,0,0,0,2,0,2,0.00%,0.00%,37,24,4,2,0,209.9,2.56,197.4,2.41,203.4,2.48,49.30%,,, ,3,18,34,157,8,75,96,5,33,180,15.50%,0.31,1,1,-90,7.3,-5.7
Jiri,Sekac,ANA,LW,69,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,17.4,0.25,14.2,0.21,310,4.49,4.40%,0,0, ,0,1,1,11,1,3,10,0,0,9,0.00%,-12.79,0,1,-97.3,8.3,2.5
Andrej,Sekera,LAK,D,73,0,1,1,0,0,1,0,2,4,0,0.00%,0.00%,14,6,2,6,7,124.9,1.71,123.3,1.69,194.5,2.66,38.80%,,, ,2,9,17,83,5,47,34,2,13,79,14.10%,-3.52,2,1,-71.5,3.8,-0.8
Alexander,Semin,CAR,RW,57,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.7,0.01,0.9,0.02,218.7,3.84,0.40%,0,0, ,0,0,1,0,0,0,0,0,0,0,0.00%,,0,1,60,0,-2.9
Tim,Sestito,NJD,LW/C,15,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,2,1,0,1,2,28.8,1.92,30.7,2.05,55.8,3.72,35.50%,8,13,38.10%,0,2,1,19,0,10,13,2,1,18,5.30%,-9.63,1,0,-80,3,-2.6
Tom,Sestito,VAN,LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,19,6.32,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Devin,Setoguchi,CGY,RW,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.8,0.07,1.5,0.13,49.5,4.12,3.00%,0,0, ,0,0,0,0,1,0,0,0,0,0,0.00%,,0,0,39.5,50,45.9
Damon,Severson,NJD,D,51,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,2,0,0,1,0,53.4,1.05,43.1,0.84,252.2,4.94,14.60%,,, ,0,9,7,25,2,14,15,1,5,40,11.10%,-1.06,0,1,-73.8,12.5,8.2
Michael,Sgarbossa,COL,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,13.6,4.53,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Patrick,Sharp,CHI,LW/RW,68,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.1,0.03,1.6,0.02,285.2,4.19,0.60%,0,0, ,0,0,0,2,0,1,1,1,0,2,0.00%,-15.32,0,2,-111.1,66.7,60.4
Kevin,Shattenkirk,STL,D,56,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,6,1,2,1,2,99,1.77,90,1.61,207.5,3.71,30.30%,,, ,1,10,14,55,4,32,24,1,13,50,20.60%,9.12,1,0,-67.3,20,13.5
Andrew,Shaw,CHI,C,79,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,7.1,0.09,6,0.08,324.5,4.11,1.80%,3,2,60.00%,0,2,0,5,0,3,3,0,0,4,0.00%,-15.11,0,1,-129.6,20,13.7
Riley,Sheahan,DET,C,79,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,2,1,2,1,0,46.2,0.59,47.5,0.6,387.2,4.9,10.90%,15,24,38.50%,0,8,6,36,1,17,11,1,8,38,17.40%,3.88,0,0,-80.9,1.9,-6.8
James,Sheppard,NYR,C,71,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,0,0,0,0,1,3.1,0.04,1,0.01,303.1,4.27,0.30%,1,0,100.00%,0,0,2,0,0,1,0,0,1,0,100.00%,83.76,0,1,57.7,0,-8.9
Brendan,Shinnimin,ARI,C,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,71.7,5.98,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Drew,Shore,CGY,C,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.8,0.26,2.3,0.2,41,3.73,5.20%,0,0, ,0,0,0,2,1,1,0,0,0,1,0.00%,-10.64,0,0,-53.3,0,-8.6
Nick,Shore,LAK,C,34,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,2,1,0,0,1,13.7,0.4,9.7,0.29,140.9,4.14,6.50%,0,4,0.00%,0,0,2,7,0,4,8,0,1,1,50.00%,29.17,0,0,-104.7,40,36.9
Justin,Shugg,CAR,RW/LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,14.8,4.93,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Duncan,Siemens,COL,D,1,0,0,0,,,,0,,,,0.00%,0.00%,,,,,,0,0,,0,,0,0.00%,,, ,,,0,0,0,0,0,0,,,0.00%,,,,0,,
Jakob,Silfverberg,ANA,RW,81,1,2,3,1,1,0,19,18,5,2,5.60%,4.00%,8,2,3,1,9,142.1,1.75,130,1.6,282.6,3.49,31.50%,10,9,52.60%,2,12,36,85,12,54,52,4,40,95,29.60%,12.01,0,0,-68.8,16.4,9.7
Zach,Sill,TOR,C,63,0,0,0,0,0,0,0,3,2,0,0.00%,0.00%,5,8,1,2,4,48.7,0.77,44.2,0.7,308.6,4.9,12.50%,5,9,35.70%,0,5,10,45,3,14,18,3,9,42,17.60%,8.28,1,2,-89.7,26.1,22.2
Wayne,Simmonds,PHI,RW,75,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,0.6,0.01,1.3,0.02,387.8,5.17,0.30%,0,0, ,0,0,1,0,0,0,0,0,1,0,100.00%,89.43,0,0,44.8,,
Mike,Sislo,NJD,RW,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,1,0,0,13.5,1.35,14.3,1.43,37.6,3.76,27.50%,0,0, ,0,0,0,15,0,6,6,0,0,12,0.00%,-9.3,0,0,-113.4,0,-4.8
Jack,Skille,CBJ,RW,45,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,3.2,0.07,3.5,0.08,260.8,5.8,1.30%,0,0, ,0,0,0,3,0,0,1,0,0,4,0.00%,-12.45,0,0,-68.2,,
Jeff,Skinner,CAR,LW/C,77,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.7,0.01,0.3,0,294.2,3.82,0.10%,0,0, ,0,0,0,0,0,1,0,0,0,1,0.00%,-12.55,0,0,-60,,
Jim,Slater,WPG,C,82,0,1,1,0,1,0,12,5,1,0,0.00%,0.00%,28,8,4,3,2,185.7,2.27,189.3,2.31,318.9,3.89,37.30%,154,142,52.00%,2,20,22,170,4,61,107,3,20,187,9.70%,-9.36,4,2,-103.6,0.7,-13.7
Ladislav,Smid,CGY,D,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,5,3,0,0,0,34.8,1.12,34.8,1.12,92.5,2.98,27.30%,,, ,0,8,4,21,1,11,15,1,4,32,11.10%,-5.96,0,0,-84.6,6.3,-3.1
Ben,Smith,SJS,RW,80,0,0,0,0,0,0,0,6,2,1,0.00%,0.00%,22,0,4,2,3,169.4,2.12,172.1,2.15,182.6,2.28,48.50%,50,58,46.30%,0,10,15,154,7,68,81,2,11,128,7.90%,-11.36,0,2,-100.7,5.5,-4.3
Brendan,Smith,DET,D,76,0,0,0,0,0,0,0,5,0,1,0.00%,0.00%,10,6,3,3,3,93.1,1.23,89.1,1.17,334.2,4.4,21.10%,,, ,1,11,20,54,3,23,30,5,21,60,25.90%,15.8,0,1,-59.9,7,-0.9
Colin,Smith,COL,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,3.7,3.74,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Craig,Smith,NSH,C,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.9,0.01,0.6,0.01,375.3,4.58,0.20%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,1,0,0,-6.1
Reilly,Smith,BOS,RW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.4,0.02,1.4,0.02,393.9,4.86,0.40%,0,0, ,0,1,1,2,0,0,1,0,1,1,50.00%,34.75,0,2,-126.8,20,9.7
Trevor,Smith,TOR,C,54,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%,6,3,1,2,4,87.5,1.62,87.7,1.62,189.4,3.51,31.60%,43,60,41.70%,0,11,9,73,1,31,30,3,5,75,6.30%,-9.64,0,1,-90.3,1,-9.1
Zack,Smith,OTT,C,37,0,0,0,1,0,0,0,3,0,3,0.00%,0.00%,3,2,1,0,1,35.7,0.96,36.8,1,158.2,4.28,18.90%,14,17,45.20%,0,2,6,30,0,12,11,3,3,20,13.00%,-2.6,0,1,-74.9,4,-4.2
Devante,Smith-Pelly,MTL,RW,74,1,1,2,1,1,0,5,7,2,0,14.30%,11.10%,8,5,2,2,3,86.1,1.16,77.5,1.05,320.1,4.33,19.50%,1,6,14.30%,3,10,12,50,7,28,39,2,18,57,24.00%,2.62,1,0,-79.7,14,6.8
Carl,Soderberg,BOS,C,82,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,1,3.5,0.04,0.8,0.01,400,4.88,0.20%,1,0,100.00%,0,0,2,0,0,0,1,0,2,1,66.70%,51.7,0,0,60,0,-10.3
Nick,Spaling,PIT,C,82,0,0,0,0,0,0,0,3,1,4,0.00%,0.00%,12,2,5,2,6,152.1,1.86,143.9,1.76,310.6,3.79,31.70%,9,6,60.00%,1,11,13,114,3,53,54,5,13,117,10.00%,-0.42,0,1,-87.6,9.3,4.2
Jason,Spezza,DAL,C,82,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,2,0,4.8,0.06,4.2,0.05,408,4.98,1.00%,4,6,40.00%,0,2,0,4,1,0,3,1,1,5,16.70%,0.4,0,1,-99.1,14.3,6.4
Ryan,Spooner,BOS,C,29,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.8,0.09,0.3,0.01,126.1,4.35,0.30%,1,1,50.00%,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,100,90.2
Jared,Spurgeon,MIN,D,66,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%,26,5,3,4,2,144,2.18,136.3,2.06,170.9,2.59,44.40%,,, ,1,14,17,86,6,38,64,2,12,99,10.80%,-1.17,0,1,-77.5,6,-4
Fr_d_ric,St-Denis,CBJ,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.3,0.33,1.2,0.31,33.9,8.48,3.50%,,, ,0,0,1,2,0,0,0,0,0,2,0.00%,-5.88,0,0,-49.2,33.3,28.1
Martin,St. Louis,NYR,RW,74,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,0,8.1,0.11,5.7,0.08,343.6,4.64,1.60%,0,0, ,0,0,2,2,0,4,1,1,1,6,14.30%,-6.35,0,0,-42.5,75,68.2
Eric,Staal,CAR,C,77,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,7.9,0.1,8,0.1,281.4,3.66,2.80%,3,3,50.00%,0,0,2,6,0,0,2,0,0,4,0.00%,-13.76,0,2,-45,11.1,6.1
Jordan,Staal,CAR,C,46,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,9.4,0.2,10.4,0.23,139.5,3.03,6.90%,3,7,30.00%,0,2,0,5,0,1,2,0,0,5,0.00%,-18.1,0,0,-57.6,12.5,7.1
Marc,Staal,NYR,D,80,0,2,2,0,0,2,0,2,1,0,0.00%,0.00%,20,7,6,5,7,176,2.2,165.7,2.07,214.2,2.68,43.60%,,, ,4,19,39,98,3,59,67,6,30,116,20.50%,1.5,0,0,-69.2,8.2,0.7
Drew,Stafford,WPG,RW,76,0,1,1,0,1,0,2,0,0,0,0.00%,0.00%,2,3,0,0,0,30.7,0.4,27.2,0.36,365.8,4.81,6.90%,4,12,25.00%,1,6,1,17,0,11,12,0,1,25,3.80%,-6.58,1,0,-97.1,12.5,6.6
Matt,Stajan,CGY,C,59,0,1,1,0,1,0,8,1,0,2,0.00%,0.00%,3,0,0,1,7,80.4,1.36,79.6,1.35,147.1,2.49,35.10%,43,49,46.70%,1,10,7,58,2,29,31,6,9,64,12.30%,-9.05,3,0,-84.4,3.6,-14.7
Viktor,Stalberg,NSH,LW,25,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.8,0.03,1.2,0.05,110.5,4.42,1.10%,0,0, ,0,0,0,1,0,1,0,0,0,1,0.00%,-13.54,0,1,-96.8,,
Steven,Stamkos,TBL,C,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,1,16.8,0.21,12.4,0.15,403.6,4.92,3.00%,16,5,76.20%,0,1,1,11,0,3,6,1,1,13,7.10%,-6.34,0,0,-92.1,17.4,13
Ryan,Stanton,VAN,D,54,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%,13,8,4,2,0,69.2,1.28,70.9,1.31,205.6,3.81,25.60%,,, ,1,4,13,52,3,27,26,4,15,59,20.30%,9.05,0,2,-74.5,8.9,6.1
Paul,Stastny,STL,C,74,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%,6,1,1,0,4,67.9,0.92,60.2,0.81,318.8,4.31,15.90%,38,28,57.60%,0,1,15,46,1,27,28,1,10,48,17.20%,5.57,0,1,-84.7,14.8,7.3
Alexander,Steen,STL,LW,74,0,0,0,0,0,0,0,8,2,1,0.00%,0.00%,15,2,0,2,7,129.6,1.75,137.7,1.86,247.2,3.34,35.80%,61,47,56.50%,0,14,19,88,5,38,52,5,12,81,12.90%,0.52,0,2,-71,4.7,-7.1
Lee,Stempniak,WPG,RW,71,0,0,0,0,0,0,0,3,0,1,0.00%,0.00%,0,2,2,1,1,32.8,0.46,31.2,0.44,303.2,4.27,9.30%,1,1,50.00%,0,2,9,17,1,9,8,4,8,17,32.00%,17.41,0,2,-42.3,18.2,11.8
Derek,Stepan,NYR,C,68,2,3,5,2,3,0,16,13,3,0,15.40%,12.50%,3,1,4,2,7,108.4,1.59,108.9,1.6,192.4,2.83,36.10%,49,68,41.90%,6,12,25,61,6,37,38,8,22,71,23.70%,6.77,0,2,-56.7,2.9,-5.7
Chris,Stewart,MIN,RW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.6,0.01,0.6,0.01,423.5,5.23,0.10%,0,0, ,0,1,0,0,0,0,0,0,0,1,0.00%,-8.31,0,1,-60,,
Jarret,Stoll,LAK,C,73,0,2,2,0,2,0,10,4,0,0,0.00%,0.00%,14,8,1,1,1,109.8,1.5,113.8,1.56,243.7,3.34,31.80%,65,74,46.80%,2,20,8,91,2,55,59,1,8,98,7.50%,-10.54,1,4,-111.7,4.7,-2.3
Karl,Stollery,SJS,D,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,4,0,0,0,0,10.9,1.09,8,0.8,57,5.7,12.40%,,, ,0,2,3,9,0,5,6,0,2,12,14.30%,5.03,0,0,-142,0,-2
Mark,Stone,OTT,RW,80,1,0,1,1,0,0,0,4,2,2,25.00%,12.50%,9,5,3,2,14,111.6,1.4,107,1.34,303.9,3.8,26.00%,1,3,25.00%,2,7,17,104,5,49,37,2,17,89,16.00%,1.86,0,0,-95.9,6.8,-1.5
Michael,Stone,ARI,D,81,0,0,0,0,0,0,0,1,1,0,0.00%,0.00%,31,7,4,2,1,136.6,1.69,135.3,1.67,314.1,3.88,30.10%,,, ,0,19,11,140,3,58,66,3,7,160,4.20%,-6.95,2,0,-117.9,7.6,1.4
Clayton,Stoner,ANA,D,69,0,0,0,0,0,0,0,2,0,1,0.00%,0.00%,17,12,3,4,2,125.9,1.82,120.4,1.75,237.2,3.44,33.70%,,, ,3,14,26,73,4,29,49,5,26,78,25.00%,4.66,1,1,-63.3,8.8,0
Tyson,Strachan,BUF,D,46,0,1,1,0,0,1,0,0,0,0,0.00%,0.00%,21,6,1,2,3,98.7,2.15,99.6,2.16,109.7,2.38,47.60%,,, ,0,20,9,85,0,47,58,3,8,107,7.00%,-0.12,2,1,-119.3,4.8,-5.8
Brian,Strait,NYI,D,52,0,1,1,0,0,1,0,0,0,0,0.00%,0.00%,9,6,4,3,1,91,1.75,85.4,1.64,129.1,2.48,39.80%,,, ,3,15,13,81,4,42,41,3,14,110,11.30%,-6.64,1,0,-109.7,11.3,7.6
Petr,Straka,PHI,RW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,12.6,4.21,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Anton,Stralman,TBL,D,82,0,0,0,0,0,0,0,3,1,0,0.00%,0.00%,17,11,5,6,3,211.8,2.58,203.7,2.48,212.3,2.59,49.00%,,, ,2,18,18,173,7,78,90,7,25,175,12.50%,-1.46,1,1,-95.7,3.3,-3.7
Ben,Street,COL,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,2.3,0.78,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Mark,Streit,PHI,D,81,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,1,1,2,2,0,28.5,0.35,26.9,0.33,401.6,4.96,6.30%,,, ,0,1,5,14,2,8,5,0,3,12,20.00%,9.92,0,1,-46.8,11.8,7.3
Ryan,Strome,NYI,C,81,1,0,1,1,0,0,0,5,3,1,20.00%,11.10%,2,1,0,1,4,49.8,0.62,53.5,0.66,276.9,3.42,16.20%,16,28,36.40%,3,6,15,33,3,17,22,3,12,44,21.40%,7.32,1,0,-60.6,10.9,3.2
Brad,Stuart,COL,D,65,0,0,0,0,0,0,0,3,0,1,0.00%,0.00%,23,30,6,3,7,166.6,2.56,163.3,2.51,151.3,2.33,51.90%,,, ,1,11,12,156,5,64,64,7,14,167,7.70%,-5.69,1,1,-99.2,4.4,-2
Mark,Stuart,WPG,D,70,0,2,2,0,1,1,5,2,0,0,0.00%,0.00%,42,20,6,9,2,229.2,3.27,233.2,3.33,200.1,2.86,53.80%,,, ,6,25,22,192,7,85,113,8,28,221,11.20%,-10.56,1,2,-95.7,5.8,-5.2
P.K.,Subban,MTL,D,82,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%,19,6,2,14,4,177.3,2.16,171.3,2.09,249.7,3.04,40.70%,,, ,3,13,21,117,7,46,63,4,19,119,13.80%,1.41,3,3,-71.5,5.6,-0.5
Chris,Summers,NYR,D,20,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,6,3,2,1,0,29.5,1.47,28,1.4,77.8,3.89,26.50%,,, ,0,6,4,20,0,13,18,1,4,33,10.80%,5.13,0,0,-111.5,12.5,7.9
Andrej,Sustr,TBL,D,72,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,15,1,3,2,2,106.4,1.48,102.9,1.43,256.9,3.57,28.60%,,, ,2,10,7,76,5,39,41,3,11,76,12.60%,0.01,0,1,-86.9,6.6,1.9
Ryan,Suter,MIN,D,77,0,1,1,0,1,0,7,0,0,1,0.00%,0.00%,11,2,1,3,4,158.9,2.06,146.9,1.91,223.9,2.91,39.60%,,, ,3,16,18,85,8,42,63,5,16,105,13.20%,2.7,2,1,-70.2,13,7.8
Brandon,Sutter,PIT,C,80,4,0,4,4,0,0,0,18,0,1,22.20%,21.10%,18,3,3,5,9,184.4,2.3,182.4,2.28,261.4,3.27,41.10%,104,118,46.80%,4,18,25,169,2,68,74,3,22,177,11.10%,1.37,1,3,-97,3.3,-5.7
Brett,Sutter,MIN,LW/C,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,4.5,0.74,4.1,0.69,25.4,4.24,14.00%,0,0, ,0,1,0,4,0,1,2,0,0,4,0.00%,0,0,0,-116.5,0,-3.6
Brody,Sutter,CAR,C,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0.02,0.1,0.03,26.8,6.69,0.40%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,0,0
Jordan,Szwarz,ARI,RW,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,4,0,0,0,0,20.3,2.25,20.6,2.29,37.4,4.15,35.60%,0,0, ,0,1,0,29,1,9,9,0,1,28,3.40%,-6.55,0,0,-136.6,0,-9.1
Max,Talbot,BOS,C,81,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,17,8,5,2,15,166.1,2.05,164.3,2.03,240.9,2.97,40.60%,18,17,51.40%,1,23,14,157,4,77,81,4,9,187,4.60%,-9.09,0,3,-115,2.9,-4.4
Christopher,Tanev,VAN,D,70,0,0,0,0,0,0,0,3,3,0,0.00%,0.00%,38,2,7,8,6,192.4,2.75,191.2,2.73,193.5,2.76,49.70%,,, ,2,19,23,116,7,58,78,3,22,136,13.90%,-6.4,2,1,-74.1,3.9,-3.3
Eric,Tangradi,MTL,LW,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,35.2,5.03,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Alex,Tanguay,COL,LW,80,1,0,1,1,0,0,0,6,3,1,16.70%,10.00%,11,1,0,5,2,114.5,1.43,108.7,1.36,288.8,3.61,27.40%,3,7,30.00%,1,8,12,84,7,30,36,4,17,83,17.00%,9.95,1,0,-73.9,9.1,5.6
Vladimir,Tarasenko,STL,RW,77,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,0,0,0,0,0,10.3,0.13,6.2,0.08,392.7,5.1,1.60%,0,0, ,0,0,1,3,0,1,2,1,2,4,33.30%,21.44,0,0,-38.6,66.7,59.3
Daniil,Tarasov,SJS,RW/C,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,22.2,4.43,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Tomas,Tatar,DET,LW/C,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.6,0.01,0.9,0.01,456.9,5.57,0.20%,0,0, ,0,0,1,0,0,1,0,0,1,0,100.00%,86.7,0,0,0,,
John,Tavares,NYI,C,82,0,1,1,0,1,0,2,0,0,0,0.00%,0.00%,0,0,0,0,0,2.7,0.03,2.6,0.03,335,4.09,0.80%,6,3,66.70%,2,0,2,0,0,0,2,0,3,1,75.00%,60.34,0,1,45.5,25,17.1
Matt,Tennyson,SJS,D,27,0,1,1,0,0,1,0,0,0,0,0.00%,0.00%,3,3,1,0,1,12.4,0.46,9.7,0.36,90.8,3.36,9.70%,,, ,0,1,1,7,0,3,8,2,2,10,16.70%,0.95,0,0,-98.7,0,-11.7
Teuvo,Teravainen,CHI,C/LW,34,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.8,0.02,1.1,0.03,125.9,3.7,0.90%,0,1,0.00%,0,0,0,1,0,0,0,0,0,0,0.00%,,0,0,-53.6,,
Chris,Terry,CAR,LW,57,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,0,0,0.1,0,224.1,3.93,0.00%,0,0, ,0,0,0,1,0,0,1,0,0,2,0.00%,-12.92,0,0,-120,,
Christian,Thomas,MTL,LW,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,79.6,4.42,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Nate,Thompson,ANA,C,80,1,0,1,1,0,0,0,6,2,0,16.70%,12.50%,20,5,2,3,2,145.1,1.81,140.6,1.76,275.7,3.45,33.80%,65,86,43.00%,1,16,18,107,6,45,71,3,16,116,12.10%,-14.98,0,0,-90.1,6.4,-4.6
Chris,Thorburn,WPG,RW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.8,0.02,2.1,0.03,501.8,6.19,0.40%,0,0, ,0,0,0,1,0,0,2,0,0,2,0.00%,-15.53,0,0,-87.8,0,-6.9
Joe,Thornton,SJS,C,78,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,2,0,0,1,2,29,0.37,29.7,0.38,308.6,3.96,8.80%,38,37,50.70%,0,4,4,25,3,10,14,0,6,27,18.20%,2.25,0,1,-92.9,1.3,-8.9
Shawn,Thornton,FLA,LW,46,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1,0.02,0,0,235.2,5.11,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Chris,Tierney,SJS,C,43,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,6.1,0.14,5.7,0.13,185.5,4.31,3.00%,1,4,20.00%,0,0,1,2,0,2,2,0,1,2,33.30%,20.11,0,0,-53,100,93.4
Kimmo,Timonen,CHI,D,16,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.7,0.05,0.7,0.04,55.8,3.49,1.30%,,, ,0,0,0,1,0,0,0,0,0,0,0.00%,,0,0,-60,0,-7.7
Jarred,Tinordi,MTL,D,13,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,5,0.38,4.3,0.33,70.1,5.39,5.70%,,, ,0,0,0,5,1,2,2,1,1,7,12.50%,-2.99,0,0,-98.8,0,-4.8
Jiri,Tlusty,WPG,C/LW,72,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,2,1,0,2,4,45.3,0.63,44.8,0.62,270.4,3.76,14.20%,0,1,0.00%,0,2,3,27,0,12,19,0,2,25,7.40%,-3.61,2,0,-76.4,5.4,0.1
